Release Set,Release Date,Product,Product Type,Card Name,Card Number,Variant,Region,Notes
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Mareep,SVP107,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Flaaffy,SVP108,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Ampharos,SVP109,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Darkrai ex,SVP110,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Pawniard,SVP111,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Bisharp,SVP112,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Kingambit,SVP113,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Picnicker,SVP114,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Battle Academy 2024,Battle Academy,Miraidon,SVP148,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Palafin ex Box,Collection Box,Palafin ex,SVP126,Black Star Promo,US/UK,
Twilight Masquerade,2024-06-21,Palafin ex Box,Collection Box,Finizen,TWM059,Cosmos Holo,US/UK,
Twilight Masquerade,2024-06-21,Palafin ex Box,Collection Box,Palafin,TWM060,Cosmos Holo,US/UK,
Twilight Masquerade,2024-07-05,Collector Chest (Back-to-School 2024),Collector Chest,Scream Tail,TEF077,Cosmos Holo,US/UK,
Twilight Masquerade,2024-07-05,Collector Chest (Back-to-School 2024),Collector Chest,Iron Valiant,TEF079,Cosmos Holo,US/UK,
Twilight Masquerade,2024-07-12,Victini ex Battle Deck,ex Battle Deck,Victini ex,SVP142,Black Star Promo,US/UK,
Twilight Masquerade,2024-07-12,Miraidon ex Battle Deck,ex Battle Deck,Miraidon ex,SVP143,Black Star Promo,US/UK,
Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Skeledirge,SVI038,Non Holo,US/UK,Exact deck mapping to verify
Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Magmortar,PAF010,Non Holo,US/UK,Exact deck mapping to verify
Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Raichu,PAF019,Non Holo,US/UK,Exact deck mapping to verify
Twilight Masquerade,2024-07-12,Victini & Miraidon ex Battle Decks,ex Battle Deck,Cyclizar,SVI164,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Shrouded Fable,2024-08-02,Kingambit Illustration Collection,Illustration Collection,Kingambit,SVP130,Black Star Promo,US/UK,
Shrouded Fable,2024-08-02,Kingambit Illustration Collection,Illustration Collection,Pawniard,OBF148,Cosmos Holo,US/UK,
Shrouded Fable,2024-08-02,Kingambit Illustration Collection,Illustration Collection,Bisharp,OBF149,Cosmos Holo,US/UK,
Shrouded Fable,2024-08-02,Kingdra ex Special Illustration Collection,Special Illustration Collection,Kingdra ex,SVP131,Black Star Promo,US/UK,
Shrouded Fable,2024-08-02,Kingdra ex Special Illustration Collection,Special Illustration Collection,Horsea,SFA010,Cosmos Holo,US/UK,
Shrouded Fable,2024-08-02,Kingdra ex Special Illustration Collection,Special Illustration Collection,Seadra,SFA011,Cosmos Holo,US/UK,
Shrouded Fable,2024-08-02,Greninja ex Special Illustration Collection,Special Illustration Collection,Greninja ex,SVP132,Black Star Promo,US/UK,
Shrouded Fable,2024-08-02,Greninja ex Special Illustration Collection,Special Illustration Collection,Froakie,OBF056,Cosmos Holo,US/UK,
Shrouded Fable,2024-08-02,Greninja ex Special Illustration Collection,Special Illustration Collection,Frogadier,OBF057,Cosmos Holo,US/UK,
Shrouded Fable,2024-08-02,Three-Booster Pack and Promo Card Blister,Blister,Pecharunt,SVP149,Black Star Promo,US/UK,
Shrouded Fable,2024-08-02,Espathra Two Pack Blister,2-Pack Blister,Espathra,PAR081,Cosmos Holo,US/UK,
Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Dedenne ex,PAL093,Reprint,US/UK,GameStop exclusive
Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Charizard ex,OBF125,Reprint,US/UK,GameStop exclusive
Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Dragonite ex,OBF159,Reprint,US/UK,GameStop exclusive
Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Greedent ex,OBF179,Reprint,US/UK,GameStop exclusive
Shrouded Fable,2024-08-16,Tera Brawlers Premium Collection,Premium Collection,Skeledirge ex,PAR137,Reprint,US/UK,GameStop exclusive
Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Arcanine ex,SVI032,Reprint,US/UK,
Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Espathra ex,PAF006,Reprint,US/UK,
Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Garchomp ex,PAR038,Reprint,US/UK,
Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Mewtwo ex,PAR058,Reprint,US/UK,
Shrouded Fable,2024-08-16,Tera Team Premium Collection,Premium Collection,Hoopa ex,PAR098,Reprint,US/UK,
Shrouded Fable,2024-08-23,Elite Trainer Box,Elite Trainer Box,Pecharunt,SVP129,Black Star Promo,US/UK,
Shrouded Fable,2024-08-23,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Pecharunt,SVP129,Pokemon Center Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Cetoddle,PAL053,Cosmos Holo Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Frigibax,PAL058,Cosmos Holo Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Chien-Pao ex,PAL061,Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Pikachu ex,PAL063,Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Eiscue ex,OBF042,Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Snorunt,PAR037,Cosmos Holo Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Vanilluxe,PAR045,Cosmos Holo Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Holiday Calendar 2024,Holiday Calendar,Iron Bundle,TWM062,Cosmos Holo Snowflake Stamp,US/UK,
Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Professor's Research,SVI189,Non Holo,US/UK,Rereleased promotional card; source text says Sword & Shield 189
Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Professor's Research,SVI190,Non Holo,US/UK,Rereleased promotional card; source text says Sword & Shield 190
Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Koraidon,TEF119,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Shrouded Fable,2024-08-23,Koraidon & Miraidon ex Deluxe Battle Decks,Deluxe Battle Deck,Miraidon,TEF121,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
Shrouded Fable,2024-08-23,Aegislash ex Box,Collection Box,Honedge,PAR131,Cosmos Holo,Europe,
Shrouded Fable,2024-08-23,Aegislash ex Box,Collection Box,Doublade,PAR132,Cosmos Holo,Europe,
Shrouded Fable,2024-08-23,Aegislash ex Box,Collection Box,Aegislash ex,PAR135,Holo,Europe,
Shrouded Fable,,Lycanroc ex Box,Collection Box,Rockruff,PAL116,Cosmos Holo,Europe/Canada,Europe late August 2024; Canada late October 2024
Shrouded Fable,,Lycanroc ex Box,Collection Box,Lycanroc ex,PAL117,Holo,Europe/Canada,Europe late August 2024; Canada late October 2024
Shrouded Fable,2024-08-30,Dark Powers ex Special Collection,Special Collection,Absol ex,OBF135,Holo,US/UK,
Shrouded Fable,2024-08-30,Dark Powers ex Special Collection,Special Collection,Gengar ex,TEF104,Holo,US/UK,
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Ledian,SVP133,Black Star Promo,US/UK,One of four possible promo decks
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Crabominable,SVP134,Black Star Promo,US/UK,One of four possible promo decks
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Drifblim,SVP135,Black Star Promo,US/UK,One of four possible promo decks
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Bouffalant,SVP136,Black Star Promo,US/UK,One of four possible promo decks
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Ledian,SVP133,Staff Stamp,US/UK,Prerelease staff variant
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Crabominable,SVP134,Staff Stamp,US/UK,Prerelease staff variant
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Drifblim,SVP135,Staff Stamp,US/UK,Prerelease staff variant
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Bouffalant,SVP136,Staff Stamp,US/UK,Prerelease staff variant
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Ledian,SCR003,Non Holo,US/UK,Deck-exclusive
Stellar Crown,2024-08-31,Build & Battle Box,Build & Battle Box,Bouffalant,SCR119,Non Holo,US/UK,Deck-exclusive
Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Gouging Fire ex,SVP144,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Raging Bolt ex,SVP145,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Iron Crown ex,SVP146,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Stellar Crown,2024-09-06,Paradox Destinies Tin,Tin,Iron Boulder ex,SVP147,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
Stellar Crown,2024-09-06,Paradox Fury Premium Collection,Premium Collection,Gouging Fire ex,TEF038,Holo,US/UK,Amazon exclusive
Stellar Crown,2024-09-06,Paradox Fury Premium Collection,Premium Collection,Walking Wake ex,TEF050,Holo,US/UK,Amazon exclusive
Stellar Crown,2024-09-06,Paradox Fury Premium Collection,Premium Collection,Raging Bolt ex,TEF123,Holo,US/UK,Amazon exclusive
Stellar Crown,2024-09-13,Single Pack Blister,Single Pack Blister,Horsea,SVP137,Cosmos Holo,US/UK,
Stellar Crown,2024-09-13,Single Pack Blister,Single Pack Blister,Porygon2,SVP138,Cosmos Holo,US/UK,
Stellar Crown,2024-09-13,3-Pack Blister,Three Pack Blister,Latias,SVP139,Cosmos Holo,US/UK,
Stellar Crown,2024-09-13,3-Pack Blister,Three Pack Blister,Tinkaton,SVP140,Pixel Cosmos,US/UK,Also available as Smooth Cosmos
Stellar Crown,2024-09-13,3-Pack Blister,Three Pack Blister,Tinkaton,SVP140,Smooth Cosmos,US/UK,Also available as Pixel Cosmos
Stellar Crown,2024-09-13,Premium Checklane Blister,Premium Checklane Blister,Iron Thorns,TEF062,Cosmos Holo,US/UK,
Stellar Crown,2024-09-13,Premium Checklane Blister,Premium Checklane Blister,Roaring Moon,TEF109,Cosmos Holo,US/UK,
Stellar Crown,2024-09-13,Stage 1 Blister,Stage 1 Blister,Koraidon,TEF119,Cosmos Holo,US/UK,
Stellar Crown,2024-09-13,Stage 1 Blister,Stage 1 Blister,Miraidon,TEF121,Cosmos Holo,US/UK,
Stellar Crown,2024-09-13,Premium Checklane Blister,Premium Checklane Blister,Iron Hands,TEF061,Non Holo,US/UK,Included with Iron Thorns blister
Stellar Crown,2024-09-13,Premium Checklane Blister,Premium Checklane Blister,Scream Tail,TEF079,Non Holo,US/UK,Included with Roaring Moon blister
Stellar Crown,2024-09-13,Premium Checklane Blister,Premium Checklane Blister,Iron Valiant,TEF079,Non Holo,US/UK,Included with Iron Thorns blister
Stellar Crown,2024-09-13,Stage 1 Blister,Stage 1 Blister,Great Tusk,TEF097,Non Holo,US/UK,Included with Koraidon blister
Stellar Crown,2024-09-13,Stage 1 Blister,Stage 1 Blister,Sandy Shocks,TEF098,Non Holo,US/UK,Included with Koraidon blister
Stellar Crown,2024-09-13,Stage 1 Blister,Stage 1 Blister,Iron Treads,TEF118,Non Holo,US/UK,Included with Miraidon blister
Stellar Crown,2024-09-13,Elite Trainer Box,Elite Trainer Box,Noctowl,SVP141,Black Star Promo,US/UK,
Stellar Crown,2024-09-13,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Noctowl,SVP141,Pokemon Center Stamp,US/UK,
Stellar Crown,2024-09-20,Decidueye ex Box,Collection Box,Rowlet,OBF013,Cosmos Holo,Europe/Canada,Europe September 20 2024; Canada October 2024
Stellar Crown,2024-09-20,Decidueye ex Box,Collection Box,Dartrix,OBF014,Cosmos Holo,Europe/Canada,Europe September 20 2024; Canada October 2024
Stellar Crown,2024-09-20,Decidueye ex Box,Collection Box,Decidueye ex,OBF015,Holo,Europe/Canada,Europe September 20 2024; Canada October 2024
Stellar Crown,2024-10-01,151 Mini Tin 5-Pack,Mini Tin 5-Pack,Bulbasaur,MEW001,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-01,151 Mini Tin 5-Pack,Mini Tin 5-Pack,Charmander,MEW004,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-01,151 Mini Tin 5-Pack,Mini Tin 5-Pack,Squirtle,MEW007,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-01,151 Mini Tin 5-Pack,Mini Tin 5-Pack,Pikachu,MEW025,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-01,Paldean Fates Mini Tin 5-Pack,Mini Tin 5-Pack,Pikachu,PAF018,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-01,Paldean Fates Mini Tin 5-Pack,Mini Tin 5-Pack,Fidough,PAF038,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-01,Paldean Fates Mini Tin 5-Pack,Mini Tin 5-Pack,Greavard,PAF042,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-01,Paldean Fates Mini Tin 5-Pack,Mini Tin 5-Pack,Maschiff,PAF062,Cosmos Parallel Holo,US/UK,Costco early October 2024
Stellar Crown,2024-10-04,Charizard ex Super-Premium Collection,Super-Premium Collection,Charizard ex,SVP161,Black Star Promo,US/UK,
Stellar Crown,2024-10-04,Charizard ex Super-Premium Collection,Super-Premium Collection,Charmander,MEW004,Cosmos Holo,US/UK,
Stellar Crown,2024-10-04,Charizard ex Super-Premium Collection,Super-Premium Collection,Charmeleon,MEW005,Cosmos Holo,US/UK,
Stellar Crown,2024-10-04,Houndstone ex Box,Collection Box,Houndstone ex,SVP162,Black Star Promo,US/UK,
Stellar Crown,2024-10-04,Houndstone ex Box,Collection Box,Greavard,OBF100,Cosmos Holo,US/UK,
Stellar Crown,2024-10-04,Paradox Wisdom Premium Collection,Premium Collection,Iron Leaves ex,TEF025,Holo,US/UK,Best Buy exclusive
Stellar Crown,2024-10-04,Paradox Wisdom Premium Collection,Premium Collection,Iron Crown ex,TEF081,Holo,US/UK,Best Buy exclusive
Stellar Crown,2024-10-04,Paradox Wisdom Premium Collection,Premium Collection,Iron Boulder ex,TEF099,Holo,US/UK,Best Buy exclusive
Stellar Crown,2024-10-04,Enhanced 2-Pack Blister,2-Pack Blister,Palkia,PAR040,Cosmos Holo,US/UK,Latios Zekrom and Palkia blister
Stellar Crown,2024-10-04,Enhanced 2-Pack Blister,2-Pack Blister,Zekrom,PAR066,Cosmos Holo,US/UK,Latios Zekrom and Palkia blister
Stellar Crown,2024-10-04,Enhanced 2-Pack Blister,2-Pack Blister,Latios,PAR073,Cosmos Holo,US/UK,Latios Zekrom and Palkia blister
Stellar Crown,2024-10-18,Trainer's Toolkit 2024,Trainer's Toolkit,Squawkabilly ex,SVP160,Black Star Promo,US/UK,
Stellar Crown,2024-10-18,Trainer's Toolkit 2024,Trainer's Toolkit,Ditto,MEW132,Non Holo,US/UK,
Stellar Crown,2024-10-18,Tapu Koko & Iron Leaves ex Battle Decks,ex Battle Deck,Vileplume,MEW045,Non Holo,US/UK,Exact deck mapping to verify
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Gouging Fire,SVP151,Black Star Promo,US/UK,One of four possible promo decks
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Chien-Pao,SVP152,Black Star Promo,US/UK,One of four possible promo decks
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Magneton,SVP153,Black Star Promo,US/UK,One of four possible promo decks
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Indeedee,SVP154,Black Star Promo,US/UK,One of four possible promo decks
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Gouging Fire,SVP151,Staff Stamp,US/UK,Prerelease staff variant
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Chien-Pao,SVP152,Staff Stamp,US/UK,Prerelease staff variant
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Magneton,SVP153,Staff Stamp,US/UK,Prerelease staff variant
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Indeedee,SVP154,Staff Stamp,US/UK,Prerelease staff variant
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Rabsca,SSP014,Non Holo,US/UK,Deck-exclusive
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Gouging Fire,SSP038,Non Holo,US/UK,Deck-exclusive
Surging Sparks,2024-10-26,Build & Battle Box,Build & Battle Box,Tapu Koko,SSP065,Non Holo,US/UK,Deck-exclusive
Surging Sparks,2024-11-01,Greninja ex Ultra-Premium Collection,Ultra-Premium Collection,Greninja ex,SVP054,Black Star Promo,US/UK,Reprint
Surging Sparks,2024-11-01,Greninja ex Ultra-Premium Collection,Ultra-Premium Collection,Greninja ex,TWM106,Holo,US/UK,Reprint
Surging Sparks,2024-11-01,Greninja ex Ultra-Premium Collection,Ultra-Premium Collection,Greninja ex,TWM106,Metal Card,US/UK,
Surging Sparks,2024-11-01,Meddling Sparks Premium Collection,Premium Collection,Scizor,OBF141,Cosmos Holo,US/UK,Target exclusive
Surging Sparks,2024-11-01,Meddling Sparks Premium Collection,Premium Collection,Scizor ex,TEF111,Holo,US/UK,Target exclusive
Surging Sparks,2024-11-01,Meddling Sparks Premium Collection,Premium Collection,Luxray,PAL071,Cosmos Holo,US/UK,Target exclusive
Surging Sparks,2024-11-01,Meddling Sparks Premium Collection,Premium Collection,Luxray ex,TWM068,Holo,US/UK,Target exclusive
Surging Sparks,2024-11-08,Single Pack Blister,Single Pack Blister,Wooper,SVP155,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,Single Pack Blister,Single Pack Blister,Pachirisu,SVP158,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,3-Pack Blister,Three Pack Blister,Quagsire,SVP156,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,3-Pack Blister,Three Pack Blister,Zapdos,SVP157,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,Premium Checklane Blister,Premium Checklane Blister,Chandelure,TWM038,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,Premium Checklane Blister,Premium Checklane Blister,Alakazam,TWM082,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,Stage 1 Blister,Stage 1 Blister,Sinistcha,TWM022,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,Stage 1 Blister,Stage 1 Blister,Hisuian Arcanine,TWM100,Cosmos Holo,US/UK,
Surging Sparks,2024-11-08,Premium Checklane Blister,Premium Checklane Blister,Litwick,TWM036,Non Holo,US/UK,Included with Chandelure blister
Surging Sparks,2024-11-08,Premium Checklane Blister,Premium Checklane Blister,Lampent,TWM037,Non Holo,US/UK,Included with Chandelure blister
Surging Sparks,2024-11-08,Premium Checklane Blister,Premium Checklane Blister,Abra,TWM080,Non Holo,US/UK,Included with Alakazam blister
Surging Sparks,2024-11-08,Premium Checklane Blister,Premium Checklane Blister,Kadabra,TWM081,Non Holo,US/UK,Included with Alakazam blister
Surging Sparks,2024-11-08,Stage 1 Blister,Stage 1 Blister,Poltchageist,TWM020,Non Holo,US/UK,Included with Sinistcha blister
Surging Sparks,2024-11-08,Stage 1 Blister,Stage 1 Blister,Hisuian Growlithe,TWM099,Non Holo,US/UK,Included with Hisuian Arcanine blister
Surging Sparks,2024-11-08,Elite Trainer Box,Elite Trainer Box,Magneton,SVP159,Black Star Promo,US/UK,
Surging Sparks,2024-11-08,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Magneton,SVP159,Pokemon Center Stamp,US/UK,
Surging Sparks,2024-11-15,Grand Adventure Collection,Collection Box,Sprigatito,SVP191,Black Star Promo,US/UK,
Surging Sparks,2024-11-15,Grand Adventure Collection,Collection Box,Fuecoco,SVP192,Black Star Promo,US/UK,
Surging Sparks,2024-11-15,Bloodmoon Ursaluna ex Box,Collection Box,Bloodmoon Ursaluna ex,SVP177,Black Star Promo,US/UK,
Surging Sparks,2024-11-15,Bloodmoon Ursaluna ex Box,Collection Box,Hoothoot,TEF126,Cosmos Holo,US/UK,
Surging Sparks,2024-11-15,Bloodmoon Ursaluna ex Box,Collection Box,Noctowl,TEF127,Cosmos Holo,US/UK,
Surging Sparks,2024-11-15,Ogerpon ex Premium Collection,Premium Collection,Teal Mask Ogerpon ex,SVP166,Black Star Promo,US/UK,
Surging Sparks,2024-11-15,Ogerpon ex Premium Collection,Premium Collection,Teal Mask Ogerpon,TWM024,Cosmos Holo,US/UK,
Surging Sparks,2024-11-15,Ogerpon ex Premium Collection,Premium Collection,Ogre's Mask,TWM159,Cosmos Holo,US/UK,
Surging Sparks,2024-11-15,Fall 2024 Collector Chest,Collector Chest,Pikachu,TEF051,Cosmos Holo,US/UK,
Surging Sparks,2024-11-15,Fall 2024 Collector Chest,Collector Chest,Dipplin,TWM018,Cosmos Holo,US/UK,
Surging Sparks,2024-11-15,Fall 2024 Collector Chest,Collector Chest,Teal Mask Ogerpon,TWM024,Cosmos Holo,US/UK,
Surging Sparks,2024-11-15,Charizard ex League Battle Deck,League Battle Deck,Moltres,MEW146,Non Holo,US/UK,Exclusive promotional card
Surging Sparks,2024-11-15,Charizard ex League Battle Deck,League Battle Deck,Professor's Research,SVI190,Non Holo,US/UK,Rereleased promotional card
Surging Sparks,2024-11-15,Charizard ex League Battle Deck,League Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card
Surging Sparks,2024-11-15,Tsareena ex Premium Collection,Premium Collection,Bounsweet,OBF016,Cosmos Holo,US/UK,Walmart mid-November 2024
Surging Sparks,2024-11-15,Tsareena ex Premium Collection,Premium Collection,Steenee,OBF017,Cosmos Holo,US/UK,Walmart mid-November 2024
Surging Sparks,2024-11-15,Tsareena ex Premium Collection,Premium Collection,Tsareena ex,PAR046,Holo,US/UK,Walmart mid-November 2024
Surging Sparks,2024-11-15,Tyranitar ex Premium Collection,Premium Collection,Tyranitar ex,OBF066,Holo,US/UK,Walmart mid-November 2024
Surging Sparks,2024-11-15,Tyranitar ex Premium Collection,Premium Collection,Larvitar,OBF105,Cosmos Holo,US/UK,Walmart mid-November 2024
Surging Sparks,2024-11-15,Tyranitar ex Premium Collection,Premium Collection,Pupitar,OBF106,Cosmos Holo,US/UK,Walmart mid-November 2024
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Cinderace ex,SVP163,Black Star Promo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Lapras ex,SVP164,Black Star Promo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Terapagos ex,SVP165,Black Star Promo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Grass Energy,SVE009,Cracked Ice Holo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Fire Energy,SVE010,Cracked Ice Holo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Water Energy,SVE011,Cracked Ice Holo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Lightning Energy,SVE012,Cracked Ice Holo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Psychic Energy,SVE013,Cracked Ice Holo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Fighting Energy,SVE014,Cracked Ice Holo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Darkness Energy,SVE015,Cracked Ice Holo,US/UK,
Surging Sparks,2024-11-22,Terapagos ex Ultra-Premium Collection,Ultra-Premium Collection,Basic Metal Energy,SVE016,Cracked Ice Holo,US/UK,
Surging Sparks,2025-01-03,Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,Knock Out Collection,Chien-Pao,PAR057,Cosmos Holo,US/UK,
Surging Sparks,2025-01-03,Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,Knock Out Collection,Alakazam,TWM082,Cosmos Holo,US/UK,
Surging Sparks,2025-01-03,Archaludon Two Pack Blister,2-Pack Blister,Archaludon,SCR107,Cosmos Holo,US/UK,
Prismatic Evolutions,2025-01-17,Elite Trainer Box,Elite Trainer Box,Eevee,SVP173,Black Star Promo,US/UK,
Prismatic Evolutions,2025-01-17,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Eevee,SVP173,Pokemon Center Stamp,US/UK,
Prismatic Evolutions,2025-01-17,Poster Collection,Collection Box,Flareon,SVP167,Cosmos Holo,US/UK,
Prismatic Evolutions,2025-01-17,Poster Collection,Collection Box,Vaporeon,SVP168,Cosmos Holo,US/UK,
Prismatic Evolutions,2025-01-17,Poster Collection,Collection Box,Jolteon,SVP169,Cosmos Holo,US/UK,
Prismatic Evolutions,2025-01-17,Tech Sticker Collection,Tech Sticker Collection,Leafeon,SVP170,Cosmos Holo,US/UK,
Prismatic Evolutions,2025-01-17,Tech Sticker Collection,Tech Sticker Collection,Glaceon,SVP171,Cosmos Holo,US/UK,
Prismatic Evolutions,2025-01-17,Tech Sticker Collection,Tech Sticker Collection,Sylveon,SVP172,Cosmos Holo,US/UK,
Prismatic Evolutions,2025-02-07,Surprise Box,Surprise Box,Leafeon ex,PRE006,Expansion Logo Stamp,US/UK,One of nine possible promo cards
Prismatic Evolutions,2025-02-07,Surprise Box,Surprise Box,Flareon ex,PRE014,Expansion Logo Stamp,US/UK,One of nine possible promo cards
Prismatic Evolutions,2025-02-07,Surprise Box,Surprise Box,Vaporeon ex,PRE023,Expansion Logo Stamp,US/UK,One of nine possible promo cards
