Source Row,Release Set,Release Date,Product,Product Type,Card Name,Card Number,Variant,Region,Notes
placeholders.csv:635,Journey Together,2025-03-28,Premium Checklane Blister,Premium Checklane Blister,Klang,PAL100,Non Holo,US/UK,Included with Klinklang blister
placeholders.csv:636,Journey Together,2025-03-28,Stage 1 Blister,Stage 1 Blister,Meltan,PAL103,Non Holo,US/UK,Included with Melmetal blister
placeholders.csv:637,Journey Together,2025-03-28,Stage 1 Blister,Stage 1 Blister,Duraludon,PAL106,Non Holo,US/UK,Included with Archaludon blister
placeholders.csv:638,Journey Together,2025-03-28,Elite Trainer Box,Elite Trainer Box,N's Zorua,SVP189,Black Star Promo,US/UK,
placeholders.csv:639,Journey Together,2025-03-28,Pokemon Center ETB,Pokemon Center Elite Trainer Box,N's Zorua,SVP189,Pokemon Center Stamp,US/UK,
placeholders.csv:640,Journey Together,2025-03-28,Enhanced Booster Display Box,Booster Display Box,N's Reshiram,JTG167,Expansion Logo Stamp,US/UK,Box topper
placeholders.csv:641,Journey Together,2025-03-28,Hop's Zacian ex Box,Collection Box,Hop's Zacian ex,SVP193,Black Star Promo,US/UK,
placeholders.csv:642,Journey Together,2025-03-28,Hop's Zacian ex Box,Collection Box,Hop's Wooloo,JTG135,Cosmos Holo,US/UK,
placeholders.csv:643,Journey Together,2025-03-28,Hop's Zacian ex Box,Collection Box,Hop's Dubwool,JTG136,Cosmos Holo,US/UK,
placeholders.csv:644,Journey Together,2025-04-11,Iono's Bellibolt ex Premium Collection,Premium Collection,Iono's Bellibolt ex,SVP194,Black Star Promo,US/UK,
placeholders.csv:645,Journey Together,2025-04-11,Iono's Bellibolt ex Premium Collection,Premium Collection,Iono's Tadbulb,JTG052,Cosmos Holo,US/UK,
placeholders.csv:646,Journey Together,2025-04-25,Lillie Premium Tournament Collection,Premium Tournament Collection,Lillie's Clefairy ex,SVP195,Black Star Promo,US/UK,
placeholders.csv:647,Journey Together,2025-04-25,Lillie Premium Tournament Collection,Premium Tournament Collection,Lillie's Pearl,JTG151,Cosmos Holo,US/UK,Three copies included
placeholders.csv:648,Journey Together,2025-04-25,Dragapult ex League Battle Deck,League Battle Deck,Xatu,PAR072,Non Holo,US/UK,Rereleased promotional card
placeholders.csv:649,Journey Together,2025-04-25,Dragapult ex League Battle Deck,League Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card
placeholders.csv:650,Journey Together,2025-05-16,Prismatic Evolutions Super-Premium Collection,Super-Premium Collection,Eevee ex,SVP174,Black Star Promo,US/UK,
placeholders.csv:651,Journey Together,2025-05-16,Rival Battle Deck - Marnie,Rival Battle Deck,Marnie's Morpeko,SVP206,Black Star Promo,US/UK,
placeholders.csv:652,Journey Together,2025-05-16,Rival Battle Deck - Steven,Rival Battle Deck,Steven's Beldum,SVP207,Black Star Promo,US/UK,
placeholders.csv:653,Journey Together,2025-05-16,Slashing Legends Tin,Tin,Koraidon ex,SVP197,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:654,Journey Together,2025-05-16,Slashing Legends Tin,Tin,Zacian ex,SVP198,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:655,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Ethan's Typhlosion,DRI034,Cosmos Holo Expansion Logo Stamp,US/UK,One of four possible promo decks
placeholders.csv:656,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Ethan's Typhlosion,DRI034,Non Holo,US/UK,Deck-exclusive
placeholders.csv:657,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Misty's Gyarados,DRI049,Cosmos Holo Expansion Logo Stamp,US/UK,One of four possible promo decks
placeholders.csv:658,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Misty's Gyarados,DRI049,Non Holo,US/UK,Deck-exclusive
placeholders.csv:659,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Team Rocket's Mimikyu,DRI087,Cosmos Holo Expansion Logo Stamp,US/UK,One of four possible promo decks
placeholders.csv:660,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Team Rocket's Mimikyu,DRI087,Non Holo,US/UK,Deck-exclusive
placeholders.csv:661,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Team Rocket's Tyranitar,DRI096,Cosmos Holo Expansion Logo Stamp,US/UK,One of four possible promo decks
placeholders.csv:662,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Team Rocket's Tyranitar,DRI096,Non Holo,US/UK,Deck-exclusive
placeholders.csv:663,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Ethan's Typhlosion,DRI034,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:664,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Misty's Gyarados,DRI049,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:665,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Team Rocket's Mimikyu,DRI087,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:666,Destined Rivals,2025-05-17,Build & Battle Box,Build & Battle Box,Team Rocket's Tyranitar,DRI096,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:667,Destined Rivals,2025-05-30,Single Pack Blister,Single Pack Blister,Zarude,SVP199,Cosmos Holo,US/UK,
placeholders.csv:668,Destined Rivals,2025-05-30,Single Pack Blister,Single Pack Blister,Eevee,SVP200,Cosmos Holo,US/UK,
placeholders.csv:669,Destined Rivals,2025-05-30,3-Pack Blister,Three Pack Blister,Zebstrika,SVP201,Cosmos Holo,US/UK,
placeholders.csv:670,Destined Rivals,2025-05-30,3-Pack Blister,Three Pack Blister,Kangaskhan,SVP202,Cosmos Holo,US/UK,
placeholders.csv:671,Destined Rivals,2025-05-30,Stage 1 Blister,Stage 1 Blister,Rabsca,SSP014,Cosmos Holo,US/UK,
placeholders.csv:672,Destined Rivals,2025-05-30,Premium Checklane Blister,Premium Checklane Blister,Skeledirge,SSP031,Cosmos Holo,US/UK,
placeholders.csv:673,Destined Rivals,2025-05-30,Premium Checklane Blister,Premium Checklane Blister,Togekiss,SSP072,Cosmos Holo,US/UK,
placeholders.csv:674,Destined Rivals,2025-05-30,Stage 1 Blister,Stage 1 Blister,Gastrodon,SSP107,Cosmos Holo,US/UK,
placeholders.csv:675,Destined Rivals,2025-05-30,Stage 1 Blister,Stage 1 Blister,Rellor,SSP013,Non Holo,US/UK,Included with Rabsca blister
placeholders.csv:676,Destined Rivals,2025-05-30,Premium Checklane Blister,Premium Checklane Blister,Fuecoco,SSP029,Non Holo,US/UK,Included with Skeledirge blister
placeholders.csv:677,Destined Rivals,2025-05-30,Premium Checklane Blister,Premium Checklane Blister,Crocalor,SSP030,Non Holo,US/UK,Included with Skeledirge blister
placeholders.csv:678,Destined Rivals,2025-05-30,Stage 1 Blister,Stage 1 Blister,Shellos,SSP046,Non Holo,US/UK,Included with Gastrodon blister
placeholders.csv:679,Destined Rivals,2025-05-30,Premium Checklane Blister,Premium Checklane Blister,Togepi,SSP070,Non Holo,US/UK,Included with Togekiss blister
placeholders.csv:680,Destined Rivals,2025-05-30,Premium Checklane Blister,Premium Checklane Blister,Togetic,SSP071,Non Holo,US/UK,Included with Togekiss blister
placeholders.csv:681,Destined Rivals,2025-05-30,Elite Trainer Box,Elite Trainer Box,Team Rocket's Wobbuffet,SVP203,Black Star Promo,US/UK,
placeholders.csv:682,Destined Rivals,2025-05-30,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Team Rocket's Wobbuffet,SVP203,Pokemon Center Stamp,US/UK,
placeholders.csv:683,Destined Rivals,2025-06-13,Cynthia's Garchomp ex Premium Collection,Premium Collection,Cynthia's Garchomp ex,SVP204,Black Star Promo,US/UK,
placeholders.csv:684,Destined Rivals,2025-06-13,Cynthia's Garchomp ex Premium Collection,Premium Collection,Cynthia's Gible,DRI102,Cosmos Holo,US/UK,
placeholders.csv:685,Destined Rivals,2025-06-13,Cynthia's Garchomp ex Premium Collection,Premium Collection,Cynthia's Gabite,DRI103,Cosmos Holo,US/UK,
placeholders.csv:686,Destined Rivals,2025-06-13,Team Rocket's Mewtwo ex Box,Collection Box,Team Rocket's Mewtwo ex,SVP205,Black Star Promo,US/UK,
placeholders.csv:687,Destined Rivals,2025-06-13,Team Rocket's Mewtwo ex Box,Collection Box,Team Rocket's Meowth,DRI149,Cosmos Holo,US/UK,
placeholders.csv:688,Destined Rivals,2025-06-13,Team Rocket's Mewtwo ex Box,Collection Box,Team Rocket's Giovanni,DRI174,Cosmos Holo,US/UK,
placeholders.csv:689,Destined Rivals,2025-06-27,Charizard ex Special Collection,Special Collection,Charizard ex,SVP196,Black Star Promo,US/UK,
placeholders.csv:690,Destined Rivals,2025-06-27,Charizard ex Special Collection,Special Collection,Charmander,PAF007,Cosmos Holo,US/UK,
placeholders.csv:691,Destined Rivals,2025-06-27,Charizard ex Special Collection,Special Collection,Charmeleon,PAF008,Cosmos Holo,US/UK,
placeholders.csv:692,Destined Rivals,,Masks of Ogerpon Premium Collection,Premium Collection,Hearthflame Mask Ogerpon ex,TWM040,Expansion Logo Stamp,US/UK,Delayed until July 2025
placeholders.csv:693,Destined Rivals,,Masks of Ogerpon Premium Collection,Premium Collection,Wellspring Mask Ogerpon ex,TWM064,Expansion Logo Stamp,US/UK,Delayed until July 2025
placeholders.csv:694,Black Bolt & White Flare,2025-07-18,Black Bolt Elite Trainer Box,Elite Trainer Box,Thundurus,SVP209,Black Star Promo,US/UK,
placeholders.csv:695,Black Bolt & White Flare,2025-07-18,Black Bolt Pokemon Center ETB,Pokemon Center Elite Trainer Box,Thundurus,SVP209,Pokemon Center Stamp,US/UK,
placeholders.csv:696,Black Bolt & White Flare,2025-07-18,White Flare Elite Trainer Box,Elite Trainer Box,Tornadus,SVP210,Black Star Promo,US/UK,
placeholders.csv:697,Black Bolt & White Flare,2025-07-18,White Flare Pokemon Center ETB,Pokemon Center Elite Trainer Box,Tornadus,SVP210,Pokemon Center Stamp,US/UK,
placeholders.csv:698,Black Bolt & White Flare,2025-07-18,Unova Poster Collection,Collection Box,Snivy,BLK001,Set Holo,US/UK,Black Bolt holo pattern
placeholders.csv:699,Black Bolt & White Flare,2025-07-18,Unova Poster Collection,Collection Box,Tepig,WHT011,Set Holo,US/UK,White Flare holo pattern
placeholders.csv:700,Black Bolt & White Flare,2025-07-18,Unova Poster Collection,Collection Box,Oshawott,WHT021,Set Holo,US/UK,White Flare holo pattern
placeholders.csv:701,Black Bolt & White Flare,2025-08-01,Black Bolt Tech Sticker Collection,Tech Sticker Collection,Reuniclus,SVP212,Black Star Promo,US/UK,
placeholders.csv:702,Black Bolt & White Flare,2025-08-01,White Flare Tech Sticker Collection,Tech Sticker Collection,Gothitelle,SVP211,Black Star Promo,US/UK,
placeholders.csv:703,Black Bolt & White Flare,2025-08-01,Unova Victini Illustration Collection,Illustration Collection,Victini,SVP208,Black Star Promo,US/UK,
placeholders.csv:704,Black Bolt & White Flare,2025-08-01,Unova Victini Illustration Collection,Illustration Collection,Victini,BLK012,Poke Ball Parallel Holo,US/UK,
placeholders.csv:705,Black Bolt & White Flare,2025-08-09,Venusaur ex & Blastoise ex Premium Collection,Premium Collection,Venusaur ex,SCR001,Expansion Logo Stamp,US/UK,
placeholders.csv:706,Black Bolt & White Flare,2025-08-09,Venusaur ex & Blastoise ex Premium Collection,Premium Collection,Blastoise ex,SCR030,Expansion Logo Stamp,US/UK,
placeholders.csv:707,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Delibird,PAL046,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:708,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Pikachu,MEW025,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:709,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Eevee,MEW133,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:710,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Vanillish,PAR190,Snowflake Stamp,US/UK,
placeholders.csv:711,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Crabominable,SCR149,Snowflake Stamp,US/UK,
placeholders.csv:712,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Cryogonal,SSP047,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:713,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Glaceon ex,PRE026,Snowflake Stamp,US/UK,
placeholders.csv:714,Black Bolt & White Flare,2025-08-22,Holiday Calendar 2025,Holiday Calendar,Articuno,JTG032,Cosmos Holo Snowflake Stamp,US/UK,
placeholders.csv:715,Black Bolt & White Flare,2025-09-05,Blaziken ex & Volcanion ex Premium Collection,Premium Collection,Blaziken ex,JTG024,Holo,US/UK,Amazon exclusive
placeholders.csv:716,Black Bolt & White Flare,2025-09-05,Blaziken ex & Volcanion ex Premium Collection,Premium Collection,Volcanion ex,JTG031,Holo,US/UK,Amazon exclusive
placeholders.csv:717,Black Bolt & White Flare,2025-09-05,Team Rocket Tin,Tin,Team Rocket's Mewtwo,SVP216,Black Star Promo,US/UK,
placeholders.csv:718,Black Bolt & White Flare,2025-09-05,Team Rocket Tin,Tin,Team Rocket's Nidoking,SVP217,Black Star Promo,US/UK,
placeholders.csv:719,Black Bolt & White Flare,2025-09-05,Team Rocket Tin,Tin,Team Rocket's Persian,SVP218,Black Star Promo,US/UK,
placeholders.csv:720,Black Bolt & White Flare,2025-10-10,Enhanced 2-Pack Blister,2-Pack Blister,Team Rocket's Articuno,DRI051,Cosmos Holo,US/UK,Team Rocket's Articuno Zapdos and Tyranitar blister
placeholders.csv:721,Black Bolt & White Flare,2025-10-10,Enhanced 2-Pack Blister,2-Pack Blister,Team Rocket's Zapdos,DRI070,Cosmos Holo,US/UK,Team Rocket's Articuno Zapdos and Tyranitar blister
placeholders.csv:722,Black Bolt & White Flare,2025-10-10,Enhanced 2-Pack Blister,2-Pack Blister,Team Rocket's Tyranitar,DRI096,Cosmos Holo,US/UK,Team Rocket's Articuno Zapdos and Tyranitar blister
placeholders.csv:723,Black Bolt & White Flare,2025-10-17,Lugia ex & Latias ex Premium Collection,Premium Collection,Latias ex,SSP076,Surging Sparks Stamp,US/UK,Target exclusive
placeholders.csv:724,Black Bolt & White Flare,2025-10-17,Lugia ex & Latias ex Premium Collection,Premium Collection,Lugia ex,PRE082,Prismatic Evolutions Stamp,US/UK,Target exclusive
placeholders.csv:725,Black Bolt & White Flare,2025-10-17,Mimikyu ex & Alcremie ex Premium Collection,Premium Collection,Mimikyu ex,JTG069,Journey Together Stamp,US/UK,Target exclusive
placeholders.csv:726,Black Bolt & White Flare,2025-10-17,Mimikyu ex & Alcremie ex Premium Collection,Premium Collection,Alcremie ex,JTG075,Journey Together Stamp,US/UK,Target exclusive
placeholders.csv:727,Black Bolt & White Flare,2025-11-28,Team Rocket's Moltres ex Ultra-Premium Collection,Ultra-Premium Collection,Team Rocket's Moltres ex,DRI031,Expansion Logo Stamp,US/UK,
placeholders.csv:728,Black Bolt & White Flare,2025-11-28,Team Rocket's Moltres ex Ultra-Premium Collection,Ultra-Premium Collection,Team Rocket's Moltres ex,DRI208,Expansion Logo Stamp,US/UK,
placeholders.csv:729,Black Bolt & White Flare,2025-11-28,Team Rocket's Moltres ex Ultra-Premium Collection,Ultra-Premium Collection,Team Rocket's Moltres ex,DRI229,Expansion Logo Stamp,US/UK,
placeholders.csv:730,Black Bolt & White Flare,,Unova Heavy Hitters Premium Collection,Premium Collection,Victini,BLK012,Black Bolt Stamp,US/UK,Costco exclusive
placeholders.csv:731,Black Bolt & White Flare,,Unova Heavy Hitters Premium Collection,Premium Collection,Zekrom ex,BLK034,Black Bolt Stamp,US/UK,Costco exclusive
placeholders.csv:732,Black Bolt & White Flare,,Unova Heavy Hitters Premium Collection,Premium Collection,Reshiram ex,WHT020,White Flare Stamp,US/UK,Costco exclusive
placeholders.csv:733,Black Bolt & White Flare,,Unova Heavy Hitters Premium Collection,Premium Collection,Zoroark,WHT062,White Flare Stamp,US/UK,Costco exclusive
placeholders.csv:734,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Sprigatito,JTG016,Standard,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:735,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Floragato,JTG017,Standard,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:736,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Meowscarada,JTG018,Cosmos Holo,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:737,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Wailmer,JTG040,Standard,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:738,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Wailord,JTG041,Cosmos Holo,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:739,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Larvitar,JTG080,Standard,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:740,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Pupitar,JTG081,Standard,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:741,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Rockruff,JTG084,Standard,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:742,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Lycanroc,JTG085,Cosmos Holo,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:743,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Tyranitar,JTG095,Cosmos Holo,US/UK,Journey Together reprint in Mega-era product
placeholders.csv:744,Mega Evolution,2025-10-24,Trainer's Toolkit 2025,Trainer's Toolkit,Boss's Orders [Ghetsis],PAL172,Non Holo,US/UK,Paldea Evolved reprint in Mega-era product
placeholders.csv:745,Phantasmal Flames,2025-11-14,Phantasmal Flames Blisters,Blister,Applin,DRI016,Standard,US/UK,Destined Rivals reprint in Mega-era product
placeholders.csv:746,Phantasmal Flames,2025-11-14,Phantasmal Flames Blisters,Blister,Dipplin,DRI017,Standard,US/UK,Destined Rivals reprint in Mega-era product
placeholders.csv:747,Phantasmal Flames,2025-11-14,Phantasmal Flames Blisters,Blister,Hydrapple,DRI018,Pixel Cosmos Holo,US/UK,Destined Rivals reprint in Mega-era product
placeholders.csv:748,Phantasmal Flames,2025-11-14,Phantasmal Flames Blisters,Blister,Torchic,DRI040,Standard,US/UK,Destined Rivals reprint in Mega-era product
placeholders.csv:749,Phantasmal Flames,2025-11-14,Phantasmal Flames Blisters,Blister,Combusken,DRI041,Standard,US/UK,Destined Rivals reprint in Mega-era product
placeholders.csv:750,Phantasmal Flames,2025-11-14,Phantasmal Flames Blisters,Blister,Blaziken,DRI042,Pixel Cosmos Holo,US/UK,Destined Rivals reprint in Mega-era product
placeholders.csv:751,Mega Evolution,2026-01-30,Pokemon Day 2026 Collection,Collection Box,Pikachu,TEF051,2026 Pokemon Day Stamp,US/UK,Temporal Forces reprint in Mega-era product
placeholders.csv:752,Black Bolt & White Flare,2026-05-22,Pokemon Fossil Museum merchandise,Event Merchandise,Archeops,WHT051,Excavator Pikachu Stamp,US/UK,White Flare reprint in Mega-era product
placeholders.csv:753,Scarlet & Violet,2023-03-31,Retailer Gift With Purchase,Retailer Promo,Lechonk,SVI154,GameStop Stamp,US/Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:754,Scarlet & Violet,2023-03-31,Retailer Gift With Purchase,Retailer Promo,Lechonk,SVI154,Best Buy Stamp,US,Spend 15 dollars on Pokemon TCG products
placeholders.csv:755,Paldea Evolved,2023-06-09,Retailer Gift With Purchase,Retailer Promo,Tinkaton,PAL105,GameStop Stamp,US/Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:756,Paldea Evolved,2023-06-09,Retailer Gift With Purchase,Retailer Promo,Tinkaton,PAL105,Paldea Evolved Stamp,US,Best Buy; spend 15 dollars on Pokemon TCG products
placeholders.csv:757,Obsidian Flames,2023-08-14,Retailer Gift With Purchase,Retailer Promo,Umbreon,OBF130,GameStop Stamp,US/Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:758,Obsidian Flames,2023-08-14,Retailer Gift With Purchase,Retailer Promo,Umbreon,OBF130,EB Games Stamp,Australia/New Zealand,Spend 15 dollars on Pokemon TCG products
placeholders.csv:759,Obsidian Flames,2023-08-14,Retailer Gift With Purchase,Retailer Promo,Espeon,OBF086,Obsidian Flames Stamp,US,Best Buy; spend 15 dollars on Pokemon TCG products
placeholders.csv:760,Paradox Rift,2023-11-03,Retailer Gift With Purchase,Retailer Promo,Iron Moth,PAR028,GameStop Stamp,US/Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:761,Paradox Rift,2023-11-03,Retailer Gift With Purchase,Retailer Promo,Iron Moth,PAR028,EB Games Stamp,Australia/New Zealand,Spend 15 dollars on Pokemon TCG products
placeholders.csv:762,Paradox Rift,2023-11-03,Retailer Gift With Purchase,Retailer Promo,Slither Wing,PAR107,Paradox Rift Stamp,US,Best Buy; spend 15 dollars on Pokemon TCG products
placeholders.csv:763,Temporal Forces,2024-03-22,Retailer Gift With Purchase,Retailer Promo,Koraidon,TEF119,GameStop Stamp,US,Spend 15 dollars on Pokemon TCG products
placeholders.csv:764,Temporal Forces,2024-03-22,Retailer Gift With Purchase,Retailer Promo,Miraidon,TEF121,Best Buy Stamp,US,Spend 15 dollars on Pokemon TCG products
placeholders.csv:765,Twilight Masquerade,2024-05-24,Retailer Gift With Purchase,Retailer Promo,Sinistcha,TWM022,Best Buy Stamp,US,Spend 15 dollars on Pokemon TCG products
placeholders.csv:766,Twilight Masquerade,2024-05-24,Retailer Gift With Purchase,Retailer Promo,Teal Mask Ogerpon,TWM024,GameStop Stamp,Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:767,Twilight Masquerade,2024-05-24,Retailer Gift With Purchase,Retailer Promo,Teal Mask Ogerpon,TWM024,EB Games Stamp,Australia/New Zealand,Spend 15 dollars on Pokemon TCG products
placeholders.csv:768,Stellar Crown,2024-09-13,Retailer Gift With Purchase,Retailer Promo,Archaludon,SCR107,GameStop Stamp,US/Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:769,Stellar Crown,2024-09-13,Retailer Gift With Purchase,Retailer Promo,Archaludon,SCR107,EB Games Stamp,Australia/New Zealand,Spend 15 dollars on Pokemon TCG products
placeholders.csv:770,Stellar Crown,2024-09-13,Retailer Gift With Purchase,Retailer Promo,Raging Bolt,TEF123,Best Buy Stamp,US,Spend 15 dollars on Pokemon TCG products
placeholders.csv:771,Surging Sparks,2024-11-08,Retailer Gift With Purchase,Retailer Promo,Terapagos,SSP161,GameStop Stamp,US/Canada/Australia,Distributed with Sprigatito at GameStop or EB Games
placeholders.csv:772,Surging Sparks,2024-11-08,Retailer Gift With Purchase,Retailer Promo,Sprigatito,SVP191,GameStop Stamp,US/Canada/Australia,Distributed with Terapagos at GameStop or EB Games
placeholders.csv:773,Surging Sparks,2024-11-08,Retailer Gift With Purchase,Retailer Promo,Terapagos,SSP161,Best Buy Stamp,US/Australia/Canada,Distributed with Fuecoco at Best Buy or JB Hi-Fi or Toys R Us
placeholders.csv:774,Surging Sparks,2024-11-08,Retailer Gift With Purchase,Retailer Promo,Fuecoco,SVP192,Best Buy Stamp,US/Australia/Canada,Distributed with Terapagos at Best Buy or JB Hi-Fi or Toys R Us
placeholders.csv:775,Surging Sparks,2024-11-08,Retailer Gift With Purchase,Retailer Promo,Terapagos,SSP161,Pokemon Center Stamp,US,Distributed with Quaxly at Pokemon Center
placeholders.csv:776,Surging Sparks,2024-11-08,Retailer Gift With Purchase,Retailer Promo,Quaxly,,Pokemon Center Stamp,US,Distributed with Terapagos; card number to verify
placeholders.csv:777,Journey Together,2025-03-28,Retailer Gift With Purchase,Retailer Promo,Hop's Dubwool,JTG136,Best Buy Stamp,US,Spend 15 dollars on Pokemon TCG products
placeholders.csv:778,Journey Together,2025-03-28,Retailer Gift With Purchase,Retailer Promo,Hop's Snorlax,JTG117,GameStop Stamp,US/Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:779,Journey Together,2025-03-28,Retailer Gift With Purchase,Retailer Promo,Hop's Snorlax,JTG117,EB Games Stamp,Australia,Spend 15 dollars on Pokemon TCG products
placeholders.csv:780,Destined Rivals,2025-05-30,Retailer Gift With Purchase,Retailer Promo,Team Rocket's Zapdos,DRI070,GameStop Stamp,US/Canada,Spend 15 dollars on Pokemon TCG products
placeholders.csv:781,Destined Rivals,2025-05-30,Retailer Gift With Purchase,Retailer Promo,Team Rocket's Zapdos,DRI070,EB Games Stamp,Australia/New Zealand,Spend 15 dollars on Pokemon TCG products
placeholders.csv:782,Destined Rivals,2025-05-30,Retailer Gift With Purchase,Retailer Promo,Team Rocket's Articuno,DRI051,Best Buy Stamp,US,Spend 15 dollars on Pokemon TCG products
mega_placeholders.csv:2,Mega Evolution,2025-09-13,Mega Evolution Build & Battle Box,Build & Battle Box,Meganium,MEP001,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:3,Mega Evolution,2025-09-13,Mega Evolution Build & Battle Box,Build & Battle Box,Inteleon,MEP002,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:4,Mega Evolution,2025-09-13,Mega Evolution Build & Battle Box,Build & Battle Box,Alakazam,MEP003,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:5,Mega Evolution,2025-09-13,Mega Evolution Build & Battle Box,Build & Battle Box,Lunatone,MEP004,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:6,Mega Evolution,2025-09-13,Mega Evolution Build & Battle Box,Build & Battle Box,Meganium,MEG010,Non Holo,US/UK,
mega_placeholders.csv:7,Mega Evolution,2025-09-13,Mega Evolution Build & Battle Box,Build & Battle Box,Xerneas,MEG064,Non Holo,US/UK,
mega_placeholders.csv:8,Mega Evolution,2025-09-13,Mega Evolution Build & Battle Box,Build & Battle Box,Hariyama,MEG074,Non Holo,US/UK,
mega_placeholders.csv:9,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Drifloon,MEP005,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:10,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Drifblim,MEP006,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:11,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Psyduck,MEP007,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:12,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Golduck,MEP008,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:13,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Sprigatito,JTG016,Standard,US/UK,Journey Together reprint
mega_placeholders.csv:14,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Floragato,JTG017,Standard,US/UK,Journey Together reprint
mega_placeholders.csv:15,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Meowscarada,JTG018,Cosmos Holo,US/UK,Journey Together reprint
mega_placeholders.csv:16,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Wailmer,JTG040,Standard,US/UK,Journey Together reprint
mega_placeholders.csv:17,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Wailord,JTG041,Cosmos Holo,US/UK,Journey Together reprint
mega_placeholders.csv:18,Mega Evolution,2025-09-26,Mega Evolution Blisters,Blister,Larvitar,JTG080,Standard,US/UK,Journey Together reprint
