Category,Card Name,Card Number,Variant,Region,Purchase Options,Source Rows
MCAP Cards,Wailord,JTG041,Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,placeholders.csv:738 | mega_placeholders.csv:17
MCAP Cards,Iono's Tadbulb,JTG052,Cosmos Holo,US/UK,Journey Together - Iono's Bellibolt ex Premium Collection,placeholders.csv:645
MCAP Cards,Iono's Kilowattrel,JTG055,Non Holo,US/UK,Journey Together - Build & Battle Box,placeholders.csv:622
MCAP Cards,Lycanroc,JTG085,Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,placeholders.csv:742 | mega_placeholders.csv:21
MCAP Cards,Tyranitar,JTG095,Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,placeholders.csv:743 | mega_placeholders.csv:22
MCAP Cards,Noivern,JTG128,Non Holo,US/UK,Journey Together - Build & Battle Box,placeholders.csv:623
MCAP Cards,Hop's Wooloo,JTG135,Cosmos Holo,US/UK,Journey Together - Hop's Zacian ex Box,placeholders.csv:642
MCAP Cards,Hop's Dubwool,JTG136,Cosmos Holo,US/UK,Journey Together - Hop's Zacian ex Box,placeholders.csv:643
MCAP Cards,Lillie's Pearl,JTG151,Cosmos Holo,US/UK,Journey Together - Lillie Premium Tournament Collection,placeholders.csv:647
MCAP Cards,Meganium,MEG010,Non Holo,US/UK,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:6
MCAP Cards,Meganium,MEG010,Pixel Cosmos Holo,US/UK,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:97
MCAP Cards,Cinderace,MEG028,Pixel Cosmos Holo,US/UK,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:100
MCAP Cards,Clawitzer,MEG038,Pixel Cosmos Holo,US/UK,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:102
MCAP Cards,Raikou,MEG048,Pixel Cosmos Holo,US/UK,Mega Evolution - Raikou Two Pack Blister,mega_placeholders.csv:64
MCAP Cards,Ralts,MEG058,Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:59
MCAP Cards,Kirlia,MEG059,Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:60
MCAP Cards,Xerneas,MEG064,Non Holo,US/UK,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:7
MCAP Cards,Hariyama,MEG074,Non Holo,US/UK,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:8
MCAP Cards,Riolu,MEG076,Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:61
MCAP Cards,Steelix,MEG093,Pixel Cosmos Holo,US/UK,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:104
MCAP Cards,Drifloon,MEP005,Pixel Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:9
MCAP Cards,Drifblim,MEP006,Pixel Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:10
MCAP Cards,Psyduck,MEP007,Pixel Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:11
MCAP Cards,Golduck,MEP008,Pixel Cosmos Holo,US/UK,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:12
MCAP Cards,Alakazam,MEP009,Black Star Promo,US/UK,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:24
MCAP Cards,Alakazam,MEP009,Pokemon Center Stamp,US/UK,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:25
MCAP Cards,Riolu,MEP010,Black Star Promo,US/UK,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:26
MCAP Cards,Riolu,MEP010,Pokemon Center Stamp,US/UK,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:27
MCAP Cards,Mega Latias ex,MEP011,Black Star Promo,US/UK,Mega Evolution - Mega Latias ex Box,mega_placeholders.csv:28
MCAP Cards,Mega Venusaur ex,MEP013,Black Star Promo,US/UK,Mega Evolution - Mega Venusaur ex Premium Collection,mega_placeholders.csv:63
MCAP Cards,Cottonee,MEP018,Smooth Cosmos Holo,US/UK,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:42
MCAP Cards,Whimsicott,MEP019,Smooth Cosmos Holo,US/UK,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:43
MCAP Cards,Sneasel,MEP020,Smooth Cosmos Holo,US/UK,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:44
MCAP Cards,Weavile,MEP021,Smooth Cosmos Holo,US/UK,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:45
MCAP Cards,Charcadet,MEP022,Black Star Promo,US/UK,Phantasmal Flames - Phantasmal Flames Elite Trainer Box,mega_placeholders.csv:52
MCAP Cards,Charcadet,MEP022,Pokemon Center Stamp,US/UK,Phantasmal Flames - Phantasmal Flames Elite Trainer Box,mega_placeholders.csv:53
MCAP Cards,Mega Charizard X ex,MEP023,Black Star Promo,US/UK,Phantasmal Flames - Mega Charizard X ex Ultra-Premium Collection,mega_placeholders.csv:54
MCAP Cards,Oricorio ex,MEP024,Black Star Promo,US/UK,Phantasmal Flames - Mega Charizard X ex Ultra-Premium Collection,mega_placeholders.csv:55
MCAP Cards,Mega Kangaskhan ex,MEP025,Black Star Promo,US/UK,Mega Evolution - Mega Kangaskhan ex Box,mega_placeholders.csv:62
MCAP Cards,Mega Charizard X ex,MEP029,Black Star Promo,US/UK,Ascended Heroes - Mega Charizard Tins,mega_placeholders.csv:73
MCAP Cards,Mega Charizard Y ex,MEP030,Black Star Promo,US/UK,Ascended Heroes - Mega Charizard Tins,mega_placeholders.csv:74
MCAP Cards,N's Zekrom,MEP031,Black Star Promo,US/UK,Ascended Heroes - Ascended Heroes Elite Trainer Box,mega_placeholders.csv:71
MCAP Cards,N's Zekrom,MEP031,Pokemon Center Stamp,US/UK,Ascended Heroes - Ascended Heroes Elite Trainer Box,mega_placeholders.csv:72
MCAP Cards,Mega Meganium ex,MEP034,Black Star Promo,US/UK,Ascended Heroes - Mega Meganium ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:110 | mega_placeholders.csv:172
MCAP Cards,Mega Emboar ex,MEP035,Black Star Promo,US/UK,Ascended Heroes - Mega Emboar ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:111 | mega_placeholders.csv:173
MCAP Cards,Mega Feraligatr ex,MEP036,Black Star Promo,US/UK,Ascended Heroes - Mega Feraligatr ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:112 | mega_placeholders.csv:174
MCAP Cards,Makuhita,MEP068,Smooth Cosmos Holo,US/UK,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:93
MCAP Cards,Chikorita,MEP069,Smooth Cosmos Holo,US/UK,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:94
MCAP Cards,Tyrunt,MEP070,Black Star Promo,US/UK,Perfect Order - Perfect Order Elite Trainer Box,mega_placeholders.csv:105
MCAP Cards,Tyrunt,MEP070,Pokemon Center Stamp,US/UK,Perfect Order - Perfect Order Elite Trainer Box,mega_placeholders.csv:106
MCAP Cards,Mega Zygarde ex,MEP071,Black Star Promo,US/UK,Perfect Order - Mega Zygarde ex Premium Collection,mega_placeholders.csv:113
MCAP Cards,Mega Clefable ex,MEP072,Black Star Promo,US/UK,Chaos Rising - Mega Moonlit Tins,mega_placeholders.csv:133
MCAP Cards,Mega Gengar ex,MEP073,Black Star Promo,US/UK,Chaos Rising - Mega Moonlit Tins,mega_placeholders.csv:134
MCAP Cards,Toxel,MEP078,Smooth Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:118
MCAP Cards,Charmeleon,MEP079,Smooth Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:119
MCAP Cards,Fennekin,MEP080,Black Star Promo,US/UK,Chaos Rising - Chaos Rising Elite Trainer Box,mega_placeholders.csv:130
MCAP Cards,Fennekin,MEP080,Pokemon Center Stamp,US/UK,Chaos Rising - Chaos Rising Elite Trainer Box,mega_placeholders.csv:131
MCAP Cards,Mega Greninja ex,MEP081,Black Star Promo,US/UK,Chaos Rising - Mega Greninja ex Premium Collection,mega_placeholders.csv:145
MCAP Cards,Slowpoke,MEP086,Smooth Cosmos Holo,US/UK,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:146
MCAP Cards,Binacle,MEP087,Smooth Cosmos Holo,US/UK,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:147
MCAP Cards,Zarude,MEP088,Black Star Promo,US/UK,Pitch Black - Pitch Black Elite Trainer Box,mega_placeholders.csv:158
MCAP Cards,Zarude,MEP088,Pokemon Center Stamp,US/UK,Pitch Black - Pitch Black Elite Trainer Box,mega_placeholders.csv:159
MCAP Cards,Bulbasaur,MEW001,Cosmos Parallel Holo,US/UK,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:499
MCAP Cards,Bulbasaur,MEW001,Parallel Holo,US/UK,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:606
MCAP Cards,Venusaur ex,MEW003,Holo,US/UK,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:607
MCAP Cards,Charmander,MEW004,Cosmos Holo,US/UK,Stellar Crown - Charizard ex Super-Premium Collection,placeholders.csv:508
MCAP Cards,Charmander,MEW004,Cosmos Parallel Holo,US/UK,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:500
MCAP Cards,Charmeleon,MEW005,Cosmos Holo,US/UK,Stellar Crown - Charizard ex Super-Premium Collection,placeholders.csv:509
MCAP Cards,Squirtle,MEW007,Cosmos Parallel Holo,US/UK,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:501
MCAP Cards,Squirtle,MEW007,Parallel Holo,US/UK,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:608
MCAP Cards,Blastoise ex,MEW009,Holo,US/UK,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:609
MCAP Cards,Pikachu,MEW025,Cosmos Parallel Holo,US/UK,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:502
MCAP Cards,Vileplume,MEW045,Non Holo,US/UK,Stellar Crown - Tapu Koko & Iron Leaves ex Battle Decks,placeholders.csv:520
MCAP Cards,Ditto,MEW132,Non Holo,US/UK,Stellar Crown - Trainer's Toolkit 2024,placeholders.csv:519
MCAP Cards,Moltres,MEW146,Non Holo,US/UK,Surging Sparks - Charizard ex League Battle Deck,placeholders.csv:566
MCAP Cards,Mew ex,MEW205,Metal Card,US/UK,151 - Ultra-Premium Collection,placeholders.csv:191
MCAP Cards,Rowlet,OBF013,Cosmos Holo,Europe/Canada,Stellar Crown - Decidueye ex Box,placeholders.csv:496
MCAP Cards,Dartrix,OBF014,Cosmos Holo,Europe/Canada,Stellar Crown - Decidueye ex Box,placeholders.csv:497
MCAP Cards,Decidueye ex,OBF015,Holo,Europe/Canada,Stellar Crown - Decidueye ex Box,placeholders.csv:498
MCAP Cards,Bounsweet,OBF016,Cosmos Holo,US/UK,Surging Sparks - Tsareena ex Premium Collection,placeholders.csv:569
MCAP Cards,Steenee,OBF017,Cosmos Holo,US/UK,Surging Sparks - Tsareena ex Premium Collection,placeholders.csv:570
MCAP Cards,Capsakid,OBF024,Non Holo,US/UK,Temporal Forces - Stage 1 Blister,placeholders.csv:325
MCAP Cards,Scovillain,OBF025,Cosmos Holo,US/UK,Temporal Forces - Stage 1 Blister,placeholders.csv:320
MCAP Cards,Charmander,OBF026,Mirage Holo,US/UK,151 - Charizard ex Premium Collection,placeholders.csv:198
MCAP Cards,Charmeleon,OBF027,Mirage Holo,US/UK,151 - Charizard ex Premium Collection,placeholders.csv:199
MCAP Cards,Froakie,OBF056,Cosmos Holo,US/UK,Shrouded Fable - Greninja ex Special Illustration Collection,placeholders.csv:426
MCAP Cards,Frogadier,OBF057,Cosmos Holo,US/UK,Shrouded Fable - Greninja ex Special Illustration Collection,placeholders.csv:427
MCAP Cards,Finizen,OBF060,Non Holo,US/UK,Temporal Forces - Stage 1 Blister,placeholders.csv:326
MCAP Cards,Palafin,OBF062,Cosmos Holo,US/UK,Temporal Forces - Stage 1 Blister | Temporal Forces - Enhanced 2-Pack Blister,placeholders.csv:321 | placeholders.csv:350
MCAP Cards,Palafin,OBF062,Non Holo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,placeholders.csv:121 | placeholders.csv:154
MCAP Cards,Tyranitar ex,OBF066,Holo,US/UK,Surging Sparks - Tyranitar ex Premium Collection,placeholders.csv:572
MCAP Cards,Toxtricity,OBF072,Non Holo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,placeholders.csv:122 | placeholders.csv:155
MCAP Cards,Togepi,OBF083,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,placeholders.csv:327
MCAP Cards,Togetic,OBF084,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,placeholders.csv:328
MCAP Cards,Togekiss,OBF085,Cosmos Holo,US/UK,Temporal Forces - Premium Checklane Blister,placeholders.csv:322
MCAP Cards,Togekiss,OBF085,Non Holo,US/UK,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,placeholders.csv:123 | placeholders.csv:156
MCAP Cards,Greavard,OBF100,Cosmos Holo,US/UK,Stellar Crown - Houndstone ex Box,placeholders.csv:511
MCAP Cards,Larvitar,OBF105,Cosmos Holo,US/UK,Surging Sparks - Tyranitar ex Premium Collection,placeholders.csv:573
MCAP Cards,Pupitar,OBF106,Cosmos Holo,US/UK,Surging Sparks - Tyranitar ex Premium Collection,placeholders.csv:574
MCAP Cards,Charizard ex,OBF125,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:431
MCAP Cards,Darkrai,OBF136,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:364
MCAP Cards,Scizor,OBF141,Cosmos Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:535
MCAP Cards,Pawniard,OBF148,Cosmos Holo,US/UK,Shrouded Fable - Kingambit Illustration Collection,placeholders.csv:420
MCAP Cards,Bisharp,OBF149,Cosmos Holo,US/UK,Shrouded Fable - Kingambit Illustration Collection,placeholders.csv:421
MCAP Cards,Dragonite ex,OBF159,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:432
MCAP Cards,Greedent ex,OBF179,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:433
MCAP Cards,Espathra ex,PAF006,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:436
MCAP Cards,Charmander,PAF007,Cosmos Holo,US/UK,Destined Rivals - Charizard ex Special Collection,placeholders.csv:690
MCAP Cards,Charmeleon,PAF008,Cosmos Holo,US/UK,Destined Rivals - Charizard ex Special Collection,placeholders.csv:691
MCAP Cards,Magmortar,PAF010,Non Holo,US/UK,Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:416
MCAP Cards,Pikachu,PAF018,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:503
MCAP Cards,Raichu,PAF019,Non Holo,US/UK,Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:417
MCAP Cards,Fidough,PAF038,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:504
MCAP Cards,Greavard,PAF042,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:505
MCAP Cards,Maschiff,PAF062,Cosmos Parallel Holo,US/UK,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:506
MCAP Cards,Sprigatito,PAL013,Mirage Holo,US/UK,Obsidian Flames - Summer 2023 Collector Chest,placeholders.csv:126
MCAP Cards,Lokix,PAL021,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,placeholders.csv:68 | placeholders.csv:101
MCAP Cards,Fuecoco,PAL034,Mirage Holo,US/UK,Obsidian Flames - Summer 2023 Collector Chest,placeholders.csv:127
MCAP Cards,Charcadet,PAL039,Non Holo,US/UK,Paradox Rift - Stage 1 Blister,placeholders.csv:223
MCAP Cards,Gyarados,PAL043,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:238
MCAP Cards,Quaxly,PAL050,Mirage Holo,US/UK,Obsidian Flames - Summer 2023 Collector Chest,placeholders.csv:128
MCAP Cards,Frigibax,PAL058,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,placeholders.csv:323
MCAP Cards,Arctibax,PAL059,Non Holo,US/UK,Temporal Forces - Premium Checklane Blister,placeholders.csv:324
MCAP Cards,Baxcalibur,PAL060,Cosmos Holo,US/UK,Temporal Forces - Premium Checklane Blister | Temporal Forces - Enhanced 2-Pack Blister,placeholders.csv:319 | placeholders.csv:348
MCAP Cards,Baxcalibur,PAL060,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium | Paldea Evolved - Chien-Pao ex Battle Deck | Obsidian Flames - Quaquaval ex Deluxe Battle Deck,placeholders.csv:69 | placeholders.csv:102 | placeholders.csv:108 | placeholders.csv:164
MCAP Cards,Luxray,PAL071,Cosmos Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:537
MCAP Cards,Luxray,PAL071,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:239
MCAP Cards,Pawmi,PAL074,Cosmos Holo,US/UK,Paldean Fates - Paldea Adventure Chest,placeholders.csv:296
MCAP Cards,Pawmo,PAL075,Cosmos Holo,US/UK,Paldean Fates - Paldea Adventure Chest,placeholders.csv:297
MCAP Cards,Rhydon,PAL075,Non Holo,US/UK,Journey Together - Premium Checklane Blister,placeholders.csv:633
MCAP Cards,Pawmot,PAL076,Reprint,US/UK,Paradox Rift - Enhanced 2-Pack Blister,placeholders.csv:266
MCAP Cards,Dedenne ex,PAL093,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:430
MCAP Cards,Ceruledge,PAL098,Cosmos Holo,US/UK,Paradox Rift - Stage 1 Blister | Temporal Forces - Armarouge ex Premium Collection,placeholders.csv:219 | placeholders.csv:352
MCAP Cards,Klink,PAL099,Non Holo,US/UK,Journey Together - Premium Checklane Blister,placeholders.csv:634
MCAP Cards,Klang,PAL100,Non Holo,US/UK,Journey Together - Premium Checklane Blister,placeholders.csv:635
MCAP Cards,Tinkatink,PAL102,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,placeholders.csv:224
MCAP Cards,Meltan,PAL103,Non Holo,US/UK,Journey Together - Stage 1 Blister,placeholders.csv:636
MCAP Cards,Tinkatuff,PAL104,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,placeholders.csv:225
MCAP Cards,Tinkaton,PAL105,Cosmos Holo,US/UK,Paradox Rift - Premium Checklane Blister,placeholders.csv:220
MCAP Cards,Tinkaton,PAL105,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,placeholders.csv:70 | placeholders.csv:103
MCAP Cards,Duraludon,PAL106,Non Holo,US/UK,Journey Together - Stage 1 Blister,placeholders.csv:637
MCAP Cards,Mankey,PAL106,Pixel Cosmos,US/UK,Paldea Evolved - Annihilape ex Box,placeholders.csv:111
MCAP Cards,Primeape,PAL107,Pixel Cosmos,US/UK,Paldea Evolved - Annihilape ex Box,placeholders.csv:112
MCAP Cards,Larvitar,PAL110,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:357
MCAP Cards,Pupitar,PAL111,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:358
MCAP Cards,Rockruff,PAL116,Cosmos Holo,Europe/Canada,Shrouded Fable - Lycanroc ex Box,placeholders.csv:458
MCAP Cards,Lycanroc ex,PAL117,Holo,Europe/Canada,Shrouded Fable - Lycanroc ex Box,placeholders.csv:459
MCAP Cards,Garganacl,PAL123,Cosmos Holo,US/UK,Temporal Forces - Enhanced 2-Pack Blister,placeholders.csv:349
MCAP Cards,Glimmet,PAL124,Non Holo,US/UK,Paradox Rift - Stage 1 Blister,placeholders.csv:226
MCAP Cards,Glimmora,PAL126,Cosmos Holo,US/UK,Paradox Rift - Stage 1 Blister,placeholders.csv:221
MCAP Cards,Tyranitar,PAL135,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:359
MCAP Cards,Sableye,PAL136,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:360
MCAP Cards,Deino,PAL138,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,placeholders.csv:227
MCAP Cards,Zweilous,PAL139,Non Holo,US/UK,Paradox Rift - Premium Checklane Blister,placeholders.csv:228
MCAP Cards,Hydreigon,PAL140,Cosmos Holo,US/UK,Paradox Rift - Premium Checklane Blister,placeholders.csv:222
MCAP Cards,Maschiff,PAL142,Cosmos Holo,US/UK,Paldean Fates - Mabosstiff ex Box,placeholders.csv:285
MCAP Cards,Orthworm,PAL151,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:341
MCAP Cards,Orthworm,PAL151,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:240
MCAP Cards,Slakoth,PAL160,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:361
MCAP Cards,Vigoroth,PAL161,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:362
MCAP Cards,Slaking,PAL162,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:363
MCAP Cards,Tandemaus,PAL167,Cosmos Holo,US/UK,Paldean Fates - Paldea Adventure Chest,placeholders.csv:298
MCAP Cards,Boss's Orders,PAL172,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Quaquaval ex Deluxe Battle Deck | 151 - Greninja & Kangaskhan ex Battle Decks | Paradox Rift - Miraidon ex League Battle Deck | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks | Temporal Forces - Gardevoir ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks | Surging Sparks - Charizard ex League Battle Deck | Journey Together - Dragapult ex League Battle Deck,placeholders.csv:71 | placeholders.csv:104 | placeholders.csv:165 | placeholders.csv:196 | placeholders.csv:264 | placeholders.csv:336 | placeholders.csv:355 | placeholders.csv:452 | placeholders.csv:568 | placeholders.csv:649
MCAP Cards,Boss's Orders [Ghetsis],PAL172,Non Holo,US/UK,Mega Evolution - Trainer's Toolkit 2025,placeholders.csv:744 | mega_placeholders.csv:34
MCAP Cards,Nymble,PAR014,Non Holo,US/UK,Twilight Masquerade - Stage 1 Blister,placeholders.csv:387
MCAP Cards,Charcadet,PAR026,Cosmos Holo,US/UK,Temporal Forces - Armarouge ex Premium Collection,placeholders.csv:353
MCAP Cards,Iron Moth,PAR028,Cosmos Holo,US/UK,Paradox Rift - Iron Valiant ex Box,placeholders.csv:255
MCAP Cards,Iron Moth,PAR028,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:208 | placeholders.csv:245
MCAP Cards,Chi-Yu,PAR029,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:209 | placeholders.csv:246
MCAP Cards,Horsea,PAR030,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:388
MCAP Cards,Seadra,PAR031,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:389
MCAP Cards,Kingdra,PAR032,Cosmos Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:383
MCAP Cards,Garchomp ex,PAR038,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:437
MCAP Cards,Palkia,PAR040,Cosmos Holo,US/UK,Stellar Crown - Enhanced 2-Pack Blister,placeholders.csv:515
MCAP Cards,Tsareena ex,PAR046,Holo,US/UK,Surging Sparks - Tsareena ex Premium Collection,placeholders.csv:571
MCAP Cards,Golisopod,PAR049,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:210 | placeholders.csv:247
MCAP Cards,Chien-Pao,PAR057,Cosmos Holo,US/UK,Surging Sparks - Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,placeholders.csv:586
MCAP Cards,Mewtwo ex,PAR058,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:438
MCAP Cards,Zekrom,PAR066,Cosmos Holo,US/UK,Stellar Crown - Enhanced 2-Pack Blister,placeholders.csv:516
MCAP Cards,Xatu,PAR072,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium | Journey Together - Dragapult ex League Battle Deck,placeholders.csv:211 | placeholders.csv:248 | placeholders.csv:648
MCAP Cards,Latios,PAR073,Cosmos Holo,US/UK,Stellar Crown - Enhanced 2-Pack Blister,placeholders.csv:517
MCAP Cards,Espathra,PAR081,Cosmos Holo,US/UK,Shrouded Fable - Espathra Two Pack Blister,placeholders.csv:429
MCAP Cards,Espathra,PAR081,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:212 | placeholders.csv:249
MCAP Cards,Onix,PAR090,Non Holo,US/UK,Twilight Masquerade - Stage 1 Blister,placeholders.csv:390
MCAP Cards,Hoopa ex,PAR098,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:439
MCAP Cards,Morpeko,PAR121,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:342
MCAP Cards,Lokix,PAR122,Cosmos Holo,US/UK,Twilight Masquerade - Stage 1 Blister,placeholders.csv:384
MCAP Cards,Lokix,PAR122,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:343
MCAP Cards,Brute Bonnet,PAR123,Cosmos Holo,US/UK,Paradox Rift - Roaring Moon ex Box,placeholders.csv:252
MCAP Cards,Steelix,PAR125,Cosmos Holo,US/UK,Twilight Masquerade - Stage 1 Blister,placeholders.csv:385
MCAP Cards,Honedge,PAR131,Cosmos Holo,Europe,Shrouded Fable - Aegislash ex Box,placeholders.csv:455
MCAP Cards,Doublade,PAR132,Cosmos Holo,Europe,Shrouded Fable - Aegislash ex Box,placeholders.csv:456
MCAP Cards,Aegislash,PAR134,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:213 | placeholders.csv:250
MCAP Cards,Aegislash ex,PAR135,Holo,Europe,Shrouded Fable - Aegislash ex Box,placeholders.csv:457
MCAP Cards,Zacian,PAR136,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:344
MCAP Cards,Skeledirge ex,PAR137,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:434
MCAP Cards,Porygon,PAR142,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:391
