Owned,Set Code,Set,Category,Card Number,Card Name,Variant,Region,Purchase Options,Notes
,PAL,Paldea Evolved,MCAP Cards,PAL161,Vigoroth,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL162,Slaking,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,PAL,Paldea Evolved,MCAP Cards,PAL167,Tandemaus,Cosmos Holo,US/UK,Paldean Fates - Paldea Adventure Chest,
,PAL,Paldea Evolved,MCAP Cards,PAL172,Boss's Orders,Non Holo,US/UK,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Quaquaval ex Deluxe Battle Deck | 151 - Greninja & Kangaskhan ex Battle Decks | Paradox Rift - Miraidon ex League Battle Deck | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks | Temporal Forces - Gardevoir ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks | Surging Sparks - Charizard ex League Battle Deck | Journey Together - Dragapult ex League Battle Deck,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes | Rereleased promotional card | Rereleased promotional card; exact deck mapping to verify
,PAL,Paldea Evolved,MCAP Cards,PAL172,Boss's Orders [Ghetsis],Non Holo,US/UK,Mega Evolution - Trainer's Toolkit 2025,Paldea Evolved reprint in Mega-era product | Paldea Evolved reprint
,PAR,Paradox Rift,Stamped Cards,PAR028,Iron Moth,EB Games Stamp,Australia/New Zealand,Paradox Rift - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,PAR,Paradox Rift,Stamped Cards,PAR028,Iron Moth,GameStop Stamp,US/Canada,Paradox Rift - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,PAR,Paradox Rift,Stamped Cards,PAR037,Snorunt,Cosmos Holo Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,PAR,Paradox Rift,Stamped Cards,PAR045,Vanilluxe,Cosmos Holo Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,PAR,Paradox Rift,Stamped Cards,PAR107,Slither Wing,Paradox Rift Stamp,US,Paradox Rift - Retailer Gift With Purchase,Best Buy; spend 15 dollars on Pokemon TCG products
,PAR,Paradox Rift,Stamped Cards,PAR190,Vanillish,Snowflake Stamp,US/UK,Black Bolt & White Flare - Holiday Calendar 2025,
,PAR,Paradox Rift,Stamped Cards,SVP057,Chi-Yu,Black Star Promo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAR,Paradox Rift,Stamped Cards,SVP058,Iron Bundle,Black Star Promo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAR,Paradox Rift,Stamped Cards,SVP059,Xatu,Black Star Promo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAR,Paradox Rift,Stamped Cards,SVP060,Aegislash,Black Star Promo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,PAR,Paradox Rift,Staff Cards,SVP057,Chi-Yu,Staff Stamp,US/UK,Paradox Rift - Build & Battle Box,Prerelease staff variant
,PAR,Paradox Rift,Staff Cards,SVP058,Iron Bundle,Staff Stamp,US/UK,Paradox Rift - Build & Battle Box,Prerelease staff variant
,PAR,Paradox Rift,Staff Cards,SVP059,Xatu,Staff Stamp,US/UK,Paradox Rift - Build & Battle Box,Prerelease staff variant
,PAR,Paradox Rift,Staff Cards,SVP060,Aegislash,Staff Stamp,US/UK,Paradox Rift - Build & Battle Box,Prerelease staff variant
,PAR,Paradox Rift,Promo Cards,SVP061,Pineco,Cosmos Holo,US/UK,Paradox Rift - Single Pack Blister,
,PAR,Paradox Rift,Promo Cards,SVP062,Sinistea,Cosmos Holo,US/UK,Paradox Rift - Single Pack Blister,
,PAR,Paradox Rift,Promo Cards,SVP063,Cetitan,Cosmos Holo,US/UK,Paradox Rift - 3-Pack Blister,
,PAR,Paradox Rift,Promo Cards,SVP064,Arctibax,Cosmos Holo,US/UK,Paradox Rift - 3-Pack Blister,
,PAR,Paradox Rift,Promo Cards,SVP065,Scream Tail,Black Star Promo,US/UK,Paradox Rift - Elite Trainer Box,
,PAR,Paradox Rift,Promo Cards,SVP065,Scream Tail,Pokemon Center Stamp,US/UK,Paradox Rift - Pokemon Center ETB,
,PAR,Paradox Rift,Promo Cards,SVP066,Iron Bundle,Black Star Promo,US/UK,Paradox Rift - Elite Trainer Box,
,PAR,Paradox Rift,Promo Cards,SVP066,Iron Bundle,Pokemon Center Stamp,US/UK,Paradox Rift - Pokemon Center ETB,
,PAR,Paradox Rift,Promo Cards,SVP067,Roaring Moon ex,Black Star Promo,US/UK,Paradox Rift - Roaring Moon ex Box,
,PAR,Paradox Rift,Promo Cards,SVP068,Iron Valiant ex,Black Star Promo,US/UK,Paradox Rift - Iron Valiant ex Box,
,PAR,Paradox Rift,Promo Cards,SVP102,Oddish,Black Star Promo,US/UK,Paradox Rift - Hobby Co-Op Marketing Kit,Ava's Oddish promo card
,PAR,Paradox Rift,MCAP Cards,PAR014,Nymble,Non Holo,US/UK,Twilight Masquerade - Stage 1 Blister,Included with Lokix blister
,PAR,Paradox Rift,MCAP Cards,PAR026,Charcadet,Cosmos Holo,US/UK,Temporal Forces - Armarouge ex Premium Collection,
,PAR,Paradox Rift,MCAP Cards,PAR028,Iron Moth,Cosmos Holo,US/UK,Paradox Rift - Iron Valiant ex Box,
,PAR,Paradox Rift,MCAP Cards,PAR028,Iron Moth,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,PAR,Paradox Rift,MCAP Cards,PAR029,Chi-Yu,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,PAR,Paradox Rift,MCAP Cards,PAR030,Horsea,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,Included with Kingdra blister
,PAR,Paradox Rift,MCAP Cards,PAR031,Seadra,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,Included with Kingdra blister
,PAR,Paradox Rift,MCAP Cards,PAR032,Kingdra,Cosmos Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,
,PAR,Paradox Rift,MCAP Cards,PAR038,Garchomp ex,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,
,PAR,Paradox Rift,MCAP Cards,PAR040,Palkia,Cosmos Holo,US/UK,Stellar Crown - Enhanced 2-Pack Blister,Latios Zekrom and Palkia blister
,PAR,Paradox Rift,MCAP Cards,PAR046,Tsareena ex,Holo,US/UK,Surging Sparks - Tsareena ex Premium Collection,Walmart mid-November 2024
,PAR,Paradox Rift,MCAP Cards,PAR049,Golisopod,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,PAR,Paradox Rift,MCAP Cards,PAR057,Chien-Pao,Cosmos Holo,US/UK,Surging Sparks - Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,
,PAR,Paradox Rift,MCAP Cards,PAR058,Mewtwo ex,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,
,PAR,Paradox Rift,MCAP Cards,PAR066,Zekrom,Cosmos Holo,US/UK,Stellar Crown - Enhanced 2-Pack Blister,Latios Zekrom and Palkia blister
,PAR,Paradox Rift,MCAP Cards,PAR072,Xatu,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium | Journey Together - Dragapult ex League Battle Deck,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes | Rereleased promotional card
,PAR,Paradox Rift,MCAP Cards,PAR073,Latios,Cosmos Holo,US/UK,Stellar Crown - Enhanced 2-Pack Blister,Latios Zekrom and Palkia blister
,PAR,Paradox Rift,MCAP Cards,PAR081,Espathra,Cosmos Holo,US/UK,Shrouded Fable - Espathra Two Pack Blister,
,PAR,Paradox Rift,MCAP Cards,PAR081,Espathra,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,PAR,Paradox Rift,MCAP Cards,PAR090,Onix,Non Holo,US/UK,Twilight Masquerade - Stage 1 Blister,Included with Steelix blister
,PAR,Paradox Rift,MCAP Cards,PAR098,Hoopa ex,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,
,PAR,Paradox Rift,MCAP Cards,PAR121,Morpeko,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,Exact deck mapping to verify
,PAR,Paradox Rift,MCAP Cards,PAR122,Lokix,Cosmos Holo,US/UK,Twilight Masquerade - Stage 1 Blister,
,PAR,Paradox Rift,MCAP Cards,PAR122,Lokix,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,Exact deck mapping to verify
,PAR,Paradox Rift,MCAP Cards,PAR123,Brute Bonnet,Cosmos Holo,US/UK,Paradox Rift - Roaring Moon ex Box,
,PAR,Paradox Rift,MCAP Cards,PAR125,Steelix,Cosmos Holo,US/UK,Twilight Masquerade - Stage 1 Blister,
,PAR,Paradox Rift,MCAP Cards,PAR131,Honedge,Cosmos Holo,Europe,Shrouded Fable - Aegislash ex Box,
,PAR,Paradox Rift,MCAP Cards,PAR132,Doublade,Cosmos Holo,Europe,Shrouded Fable - Aegislash ex Box,
,PAR,Paradox Rift,MCAP Cards,PAR134,Aegislash,Non Holo,US/UK,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,Deck-exclusive | Deck-exclusive; contains two Build & Battle Boxes
,PAR,Paradox Rift,MCAP Cards,PAR135,Aegislash ex,Holo,Europe,Shrouded Fable - Aegislash ex Box,
,PAR,Paradox Rift,MCAP Cards,PAR136,Zacian,Non Holo,US/UK,Temporal Forces - Houndoom & Melmetal ex Battle Decks,Exact deck mapping to verify
,PAR,Paradox Rift,MCAP Cards,PAR137,Skeledirge ex,Reprint,US/UK,Shrouded Fable - Tera Brawlers Premium Collection,GameStop exclusive
,PAR,Paradox Rift,MCAP Cards,PAR142,Porygon,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,Included with Porygon-Z blister
,PAR,Paradox Rift,MCAP Cards,PAR143,Porygon2,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,Included with Porygon-Z blister
,PAR,Paradox Rift,MCAP Cards,PAR144,Porygon-Z,Cosmos Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,
,PAR,Paradox Rift,MCAP Cards,PAR159,Ancient Booster Energy Capsule,Cosmos Holo,US/UK,Paradox Rift - Roaring Moon ex Box,
,PAR,Paradox Rift,MCAP Cards,PAR164,Future Booster Energy Capsule,Cosmos Holo,US/UK,Paradox Rift - Iron Valiant ex Box,
,PAR,Paradox Rift,Other Cards,PAR155,Maushold ex,Holo,US/UK,Paldean Fates - Paldea Adventure Chest,
,PAR,Paradox Rift,Other Cards,PAR158,Iron Jugulis,Pixel Cosmos,US/UK,Paradox Rift - Scarlet & Violet Knock Out Collection: Iron Jugulis,
,PRE,Prismatic Evolutions,Stamped Cards,PRE006,Leafeon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE014,Flareon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE023,Vaporeon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE026,Glaceon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE026,Glaceon ex,Snowflake Stamp,US/UK,Black Bolt & White Flare - Holiday Calendar 2025,
,PRE,Prismatic Evolutions,Stamped Cards,PRE030,Jolteon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE034,Espeon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE041,Sylveon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE060,Umbreon ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE074,Eevee,Cosmos Parallel Holo Pokemon Day 2025 Stamp,US/UK,Prismatic Evolutions - Prismatic Evolutions Two Pack Blister,
,PRE,Prismatic Evolutions,Stamped Cards,PRE075,Eevee ex,Expansion Logo Stamp,US/UK,Prismatic Evolutions - Surprise Box,One of nine possible promo cards
,PRE,Prismatic Evolutions,Stamped Cards,PRE082,Lugia ex,Prismatic Evolutions Stamp,US/UK,Black Bolt & White Flare - Lugia ex & Latias ex Premium Collection,Target exclusive
,PRE,Prismatic Evolutions,Promo Cards,SVP167,Flareon,Cosmos Holo,US/UK,Prismatic Evolutions - Poster Collection,
,PRE,Prismatic Evolutions,Promo Cards,SVP168,Vaporeon,Cosmos Holo,US/UK,Prismatic Evolutions - Poster Collection,
,PRE,Prismatic Evolutions,Promo Cards,SVP169,Jolteon,Cosmos Holo,US/UK,Prismatic Evolutions - Poster Collection,
,PRE,Prismatic Evolutions,Promo Cards,SVP170,Leafeon,Cosmos Holo,US/UK,Prismatic Evolutions - Tech Sticker Collection,
,PRE,Prismatic Evolutions,Promo Cards,SVP171,Glaceon,Cosmos Holo,US/UK,Prismatic Evolutions - Tech Sticker Collection,
,PRE,Prismatic Evolutions,Promo Cards,SVP172,Sylveon,Cosmos Holo,US/UK,Prismatic Evolutions - Tech Sticker Collection,
,PRE,Prismatic Evolutions,Promo Cards,SVP173,Eevee,Black Star Promo,US/UK,Prismatic Evolutions - Elite Trainer Box,
,PRE,Prismatic Evolutions,Promo Cards,SVP173,Eevee,Pokemon Center Stamp,US/UK,Prismatic Evolutions - Pokemon Center ETB,
,PRE,Prismatic Evolutions,Promo Cards,SVP174,Eevee ex,Black Star Promo,US/UK,Journey Together - Prismatic Evolutions Super-Premium Collection,Review: Released after Journey Together; track with Prismatic Evolutions master set
,PRE,Prismatic Evolutions,Promo Cards,SVP178,Kyogre ex,Black Star Promo,US/UK,Prismatic Evolutions - Azure Legends Tin,Available in hexagonal and octagonal tin designs
,PRE,Prismatic Evolutions,Promo Cards,SVP179,Xerneas ex,Black Star Promo,US/UK,Prismatic Evolutions - Azure Legends Tin,Available in hexagonal and octagonal tin designs
,PRE,Prismatic Evolutions,Promo Cards,SVP180,Dialga ex,Black Star Promo,US/UK,Prismatic Evolutions - Azure Legends Tin,Available in hexagonal and octagonal tin designs
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE004,Budew,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; two checkbox marks extracted | Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE006,Leafeon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE014,Flareon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE023,Vaporeon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE026,Glaceon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE030,Jolteon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE034,Espeon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE060,Umbreon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE075,Eevee ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE086,Regigigas,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE116,Max Rod,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
,PRE,Prismatic Evolutions,Prize Pack Cards,PRE129,Sparkling Crystal,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
,SCR,Stellar Crown,Stamped Cards,SCR001,Venusaur ex,Expansion Logo Stamp,US/UK,Black Bolt & White Flare - Venusaur ex & Blastoise ex Premium Collection,
,SCR,Stellar Crown,Stamped Cards,SCR030,Blastoise ex,Expansion Logo Stamp,US/UK,Black Bolt & White Flare - Venusaur ex & Blastoise ex Premium Collection,
,SCR,Stellar Crown,Stamped Cards,SCR107,Archaludon,EB Games Stamp,Australia/New Zealand,Stellar Crown - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,SCR,Stellar Crown,Stamped Cards,SCR107,Archaludon,GameStop Stamp,US/Canada,Stellar Crown - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,SCR,Stellar Crown,Stamped Cards,SCR149,Crabominable,Snowflake Stamp,US/UK,Black Bolt & White Flare - Holiday Calendar 2025,
,SCR,Stellar Crown,Stamped Cards,SVP133,Ledian,Black Star Promo,US/UK,Stellar Crown - Build & Battle Box,One of four possible promo decks
,SCR,Stellar Crown,Stamped Cards,SVP134,Crabominable,Black Star Promo,US/UK,Stellar Crown - Build & Battle Box,One of four possible promo decks
,SCR,Stellar Crown,Stamped Cards,SVP135,Drifblim,Black Star Promo,US/UK,Stellar Crown - Build & Battle Box,One of four possible promo decks
,SCR,Stellar Crown,Stamped Cards,SVP136,Bouffalant,Black Star Promo,US/UK,Stellar Crown - Build & Battle Box,One of four possible promo decks
,SCR,Stellar Crown,Staff Cards,SVP133,Ledian,Staff Stamp,US/UK,Stellar Crown - Build & Battle Box,Prerelease staff variant
,SCR,Stellar Crown,Staff Cards,SVP134,Crabominable,Staff Stamp,US/UK,Stellar Crown - Build & Battle Box,Prerelease staff variant
,SCR,Stellar Crown,Staff Cards,SVP135,Drifblim,Staff Stamp,US/UK,Stellar Crown - Build & Battle Box,Prerelease staff variant
,SCR,Stellar Crown,Staff Cards,SVP136,Bouffalant,Staff Stamp,US/UK,Stellar Crown - Build & Battle Box,Prerelease staff variant
,SCR,Stellar Crown,Promo Cards,SVP137,Horsea,Cosmos Holo,US/UK,Stellar Crown - Single Pack Blister,
,SCR,Stellar Crown,Promo Cards,SVP138,Porygon2,Cosmos Holo,US/UK,Stellar Crown - Single Pack Blister,
,SCR,Stellar Crown,Promo Cards,SVP139,Latias,Cosmos Holo,US/UK,Stellar Crown - 3-Pack Blister,
,SCR,Stellar Crown,Promo Cards,SVP140,Tinkaton,Pixel Cosmos,US/UK,Stellar Crown - 3-Pack Blister,Also available as Smooth Cosmos
,SCR,Stellar Crown,Promo Cards,SVP140,Tinkaton,Smooth Cosmos,US/UK,Stellar Crown - 3-Pack Blister,Also available as Pixel Cosmos
,SCR,Stellar Crown,Promo Cards,SVP141,Noctowl,Black Star Promo,US/UK,Stellar Crown - Elite Trainer Box,
,SCR,Stellar Crown,Promo Cards,SVP141,Noctowl,Pokemon Center Stamp,US/UK,Stellar Crown - Pokemon Center ETB,
,SCR,Stellar Crown,Promo Cards,SVP144,Gouging Fire ex,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,Available in hexagonal and octagonal tin designs
,SCR,Stellar Crown,Promo Cards,SVP145,Raging Bolt ex,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,Available in hexagonal and octagonal tin designs
,SCR,Stellar Crown,Promo Cards,SVP146,Iron Crown ex,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,Available in hexagonal and octagonal tin designs
,SCR,Stellar Crown,Promo Cards,SVP147,Iron Boulder ex,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,Available in hexagonal and octagonal tin designs
,SCR,Stellar Crown,Promo Cards,SVP160,Squawkabilly ex,Black Star Promo,US/UK,Stellar Crown - Trainer's Toolkit 2024,
,SCR,Stellar Crown,Promo Cards,SVP161,Charizard ex,Black Star Promo,US/UK,Stellar Crown - Charizard ex Super-Premium Collection,
,SCR,Stellar Crown,Promo Cards,SVP162,Houndstone ex,Black Star Promo,US/UK,Stellar Crown - Houndstone ex Box,
,SCR,Stellar Crown,MCAP Cards,SCR003,Ledian,Non Holo,US/UK,Stellar Crown - Build & Battle Box,Deck-exclusive
,SCR,Stellar Crown,MCAP Cards,SCR074,Rhyhorn,Non Holo,US/UK,Journey Together - Premium Checklane Blister,Included with Rhyperior blister
,SCR,Stellar Crown,MCAP Cards,SCR076,Rhyperior,Cosmos Holo,US/UK,Journey Together - Premium Checklane Blister,
,SCR,Stellar Crown,MCAP Cards,SCR101,Klinklang,Cosmos Holo,US/UK,Journey Together - Premium Checklane Blister,
,SCR,Stellar Crown,MCAP Cards,SCR104,Melmetal,Cosmos Holo,US/UK,Journey Together - Stage 1 Blister,
,SCR,Stellar Crown,MCAP Cards,SCR107,Archaludon,Cosmos Holo,US/UK,Surging Sparks - Archaludon Two Pack Blister | Journey Together - Stage 1 Blister,
,SCR,Stellar Crown,MCAP Cards,SCR119,Bouffalant,Non Holo,US/UK,Stellar Crown - Build & Battle Box,Deck-exclusive
,SCR,Stellar Crown,Prize Pack Cards,SCR050,Joltik,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR107,Archaludon,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR115,Noctowl,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR118,Fan Rotom,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR119,Bouffalant,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR128,Terapagos ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR131,Area Zero Underdepths,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR132,Briar,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR133,Crispin,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR135,Glass Trumpet,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SCR,Stellar Crown,Prize Pack Cards,SCR142,Sparkling Crystal,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SFA,Shrouded Fable,Promo Cards,SVP129,Pecharunt,Black Star Promo,US/UK,Shrouded Fable - Elite Trainer Box,
,SFA,Shrouded Fable,Promo Cards,SVP129,Pecharunt,Pokemon Center Stamp,US/UK,Shrouded Fable - Pokemon Center ETB,
,SFA,Shrouded Fable,Promo Cards,SVP130,Kingambit,Black Star Promo,US/UK,Shrouded Fable - Kingambit Illustration Collection,
,SFA,Shrouded Fable,Promo Cards,SVP131,Kingdra ex,Black Star Promo,US/UK,Shrouded Fable - Kingdra ex Special Illustration Collection,
,SFA,Shrouded Fable,Promo Cards,SVP132,Greninja ex,Black Star Promo,US/UK,Shrouded Fable - Greninja ex Special Illustration Collection,
,SFA,Shrouded Fable,Promo Cards,SVP149,Pecharunt,Black Star Promo,US/UK,Shrouded Fable - Three-Booster Pack and Promo Card Blister,
,SFA,Shrouded Fable,MCAP Cards,SFA010,Horsea,Cosmos Holo,US/UK,Shrouded Fable - Kingdra ex Special Illustration Collection,
,SFA,Shrouded Fable,MCAP Cards,SFA011,Seadra,Cosmos Holo,US/UK,Shrouded Fable - Kingdra ex Special Illustration Collection,
,SFA,Shrouded Fable,Prize Pack Cards,SFA002,Galvantula,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SFA,Shrouded Fable,Prize Pack Cards,SFA019,Dusclops,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SFA,Shrouded Fable,Prize Pack Cards,SFA020,Dusknoir,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SFA,Shrouded Fable,Prize Pack Cards,SFA038,Fezandipiti ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SFA,Shrouded Fable,Prize Pack Cards,SFA057,Colress's Tenacity,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
