Generated Set Code,Printed Set Code,Category,Card Name,Card Number,Variant,Region,Override Set Code,Override Category,Exclude,Review Notes,Release Set,Product,Source Rows
PRE,SVP,Promo Cards,Eevee ex,SVP174,Black Star Promo,US/UK,PRE,Promo Cards,,,,Journey Together - Prismatic Evolutions Super-Premium Collection,placeholders.csv:650
SVP,SVP,Promo Cards,Bloodmoon Ursaluna ex,SVP177,Black Star Promo,US/UK,,,,,,Surging Sparks - Bloodmoon Ursaluna ex Box,placeholders.csv:557
SVP,SVP,Promo Cards,Kyogre ex,SVP178,Black Star Promo,US/UK,,,,,,Prismatic Evolutions - Azure Legends Tin,placeholders.csv:611
SVP,SVP,Promo Cards,Xerneas ex,SVP179,Black Star Promo,US/UK,,,,,,Prismatic Evolutions - Azure Legends Tin,placeholders.csv:612
SVP,SVP,Promo Cards,Dialga ex,SVP180,Black Star Promo,US/UK,,,,,,Prismatic Evolutions - Azure Legends Tin,placeholders.csv:613
SVP,SVP,Promo Cards,Yanma,SVP185,Cosmos Holo,US/UK,,,,,,Journey Together - Single Pack Blister,placeholders.csv:624
SVP,SVP,Promo Cards,Scraggy,SVP186,Cosmos Holo,US/UK,,,,,,Journey Together - Single Pack Blister,placeholders.csv:625
SVP,SVP,Promo Cards,Yanmega,SVP187,Cosmos Holo,US/UK,,,,,,Journey Together - 3-Pack Blister,placeholders.csv:626
SVP,SVP,Promo Cards,Scrafty,SVP188,Cosmos Holo,US/UK,,,,,,Journey Together - 3-Pack Blister,placeholders.csv:627
SVP,SVP,Promo Cards,N's Zorua,SVP189,Black Star Promo,US/UK,,,,,,Journey Together - Elite Trainer Box,placeholders.csv:638
SVP,SVP,Promo Cards,N's Zorua,SVP189,Pokemon Center Stamp,US/UK,,,,,,Journey Together - Pokemon Center ETB,placeholders.csv:639
SVP,SVP,Promo Cards,Sprigatito,SVP191,Black Star Promo,US/UK,,,,,,Surging Sparks - Grand Adventure Collection,placeholders.csv:555
SVP,SVP,Promo Cards,Fuecoco,SVP192,Black Star Promo,US/UK,,,,,,Surging Sparks - Grand Adventure Collection,placeholders.csv:556
SVP,SVP,Promo Cards,Hop's Zacian ex,SVP193,Black Star Promo,US/UK,,,,,,Journey Together - Hop's Zacian ex Box,placeholders.csv:641
SVP,SVP,Promo Cards,Iono's Bellibolt ex,SVP194,Black Star Promo,US/UK,,,,,,Journey Together - Iono's Bellibolt ex Premium Collection,placeholders.csv:644
SVP,SVP,Promo Cards,Lillie's Clefairy ex,SVP195,Black Star Promo,US/UK,,,,,,Journey Together - Lillie Premium Tournament Collection,placeholders.csv:646
SVP,SVP,Promo Cards,Charizard ex,SVP196,Black Star Promo,US/UK,,,,,,Destined Rivals - Charizard ex Special Collection,placeholders.csv:689
SVP,SVP,Promo Cards,Koraidon ex,SVP197,Black Star Promo,US/UK,,,,,,Journey Together - Slashing Legends Tin,placeholders.csv:653
SVP,SVP,Promo Cards,Zacian ex,SVP198,Black Star Promo,US/UK,,,,,,Journey Together - Slashing Legends Tin,placeholders.csv:654
SVP,SVP,Promo Cards,Zarude,SVP199,Cosmos Holo,US/UK,,,,,,Destined Rivals - Single Pack Blister,placeholders.csv:667
SVP,SVP,Promo Cards,Eevee,SVP200,Cosmos Holo,US/UK,,,,,,Destined Rivals - Single Pack Blister,placeholders.csv:668
SVP,SVP,Promo Cards,Zebstrika,SVP201,Cosmos Holo,US/UK,,,,,,Destined Rivals - 3-Pack Blister,placeholders.csv:669
SVP,SVP,Promo Cards,Kangaskhan,SVP202,Cosmos Holo,US/UK,,,,,,Destined Rivals - 3-Pack Blister,placeholders.csv:670
SVP,SVP,Promo Cards,Team Rocket's Wobbuffet,SVP203,Black Star Promo,US/UK,,,,,,Destined Rivals - Elite Trainer Box,placeholders.csv:681
SVP,SVP,Promo Cards,Team Rocket's Wobbuffet,SVP203,Pokemon Center Stamp,US/UK,,,,,,Destined Rivals - Pokemon Center ETB,placeholders.csv:682
SVP,SVP,Promo Cards,Cynthia's Garchomp ex,SVP204,Black Star Promo,US/UK,,,,,,Destined Rivals - Cynthia's Garchomp ex Premium Collection,placeholders.csv:683
SVP,SVP,Promo Cards,Team Rocket's Mewtwo ex,SVP205,Black Star Promo,US/UK,,,,,,Destined Rivals - Team Rocket's Mewtwo ex Box,placeholders.csv:686
SVP,SVP,Promo Cards,Marnie's Morpeko,SVP206,Black Star Promo,US/UK,,,,,,Journey Together - Rival Battle Deck - Marnie,placeholders.csv:651
SVP,SVP,Promo Cards,Steven's Beldum,SVP207,Black Star Promo,US/UK,,,,,,Journey Together - Rival Battle Deck - Steven,placeholders.csv:652
SVP,SVP,Promo Cards,Victini,SVP208,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - Unova Victini Illustration Collection,placeholders.csv:703
SVP,SVP,Promo Cards,Thundurus,SVP209,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - Black Bolt Elite Trainer Box,placeholders.csv:694
SVP,SVP,Promo Cards,Thundurus,SVP209,Pokemon Center Stamp,US/UK,,,,,,Black Bolt & White Flare - Black Bolt Pokemon Center ETB,placeholders.csv:695
SVP,SVP,Promo Cards,Tornadus,SVP210,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - White Flare Elite Trainer Box,placeholders.csv:696
SVP,SVP,Promo Cards,Tornadus,SVP210,Pokemon Center Stamp,US/UK,,,,,,Black Bolt & White Flare - White Flare Pokemon Center ETB,placeholders.csv:697
SVP,SVP,Promo Cards,Gothitelle,SVP211,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - White Flare Tech Sticker Collection,placeholders.csv:702
SVP,SVP,Promo Cards,Reuniclus,SVP212,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - Black Bolt Tech Sticker Collection,placeholders.csv:701
SVP,SVP,Promo Cards,Team Rocket's Mewtwo,SVP216,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - Team Rocket Tin,placeholders.csv:717
SVP,SVP,Promo Cards,Team Rocket's Nidoking,SVP217,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - Team Rocket Tin,placeholders.csv:718
SVP,SVP,Promo Cards,Team Rocket's Persian,SVP218,Black Star Promo,US/UK,,,,,,Black Bolt & White Flare - Team Rocket Tin,placeholders.csv:719
SVP,SVP,Promo Cards,Black Belt's Training,SVP219,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:29
SVP,SVP,Promo Cards,Black Belt's Training,SVP220,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:30
SVP,SVP,Promo Cards,Professor's Research [Professor Birch],SVP221,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:31
SVP,SVP,Promo Cards,Professor's Research [Professor Kukui],SVP222,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:32
SVP,SVP,Promo Cards,Professor's Research [Professor Magnolia],SVP223,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:33
ASC,ASC,MCAP Cards,Chikorita,ASC008,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:77
ASC,ASC,MCAP Cards,Charmander,ASC020,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Tech Sticker Collections,mega_placeholders.csv:66
ASC,ASC,MCAP Cards,Tepig,ASC029,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:78
ASC,ASC,MCAP Cards,Totodile,ASC041,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:79
ASC,ASC,MCAP Cards,Gastly,ASC123,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Tech Sticker Collections,mega_placeholders.csv:67
BLK,BLK,MCAP Cards,Snivy,BLK001,Set Holo,US/UK,,,,,,Black Bolt & White Flare - Unova Poster Collection,placeholders.csv:698
BLK,BLK,MCAP Cards,Victini,BLK012,Poke Ball Parallel Holo,US/UK,,,,,,Black Bolt & White Flare - Unova Victini Illustration Collection,placeholders.csv:704
DRI,DRI,MCAP Cards,Hydrapple,DRI018,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,placeholders.csv:747 | mega_placeholders.csv:48
DRI,DRI,MCAP Cards,Ethan's Typhlosion,DRI034,Non Holo,US/UK,,,,,,Destined Rivals - Build & Battle Box,placeholders.csv:656
DRI,DRI,MCAP Cards,Blaziken,DRI042,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,placeholders.csv:750 | mega_placeholders.csv:51
DRI,DRI,MCAP Cards,Misty's Gyarados,DRI049,Non Holo,US/UK,,,,,,Destined Rivals - Build & Battle Box,placeholders.csv:658
DRI,DRI,MCAP Cards,Team Rocket's Articuno,DRI051,Cosmos Holo,US/UK,,,,,,Black Bolt & White Flare - Enhanced 2-Pack Blister,placeholders.csv:720
DRI,DRI,MCAP Cards,Team Rocket's Zapdos,DRI070,Cosmos Holo,US/UK,,,,,,Black Bolt & White Flare - Enhanced 2-Pack Blister,placeholders.csv:721
DRI,DRI,MCAP Cards,Team Rocket's Mimikyu,DRI087,Non Holo,US/UK,,,,,,Destined Rivals - Build & Battle Box,placeholders.csv:660
DRI,DRI,MCAP Cards,Team Rocket's Tyranitar,DRI096,Cosmos Holo,US/UK,,,,,,Black Bolt & White Flare - Enhanced 2-Pack Blister,placeholders.csv:722
DRI,DRI,MCAP Cards,Team Rocket's Tyranitar,DRI096,Non Holo,US/UK,,,,,,Destined Rivals - Build & Battle Box,placeholders.csv:662
DRI,DRI,MCAP Cards,Cynthia's Gible,DRI102,Cosmos Holo,US/UK,,,,,,Destined Rivals - Cynthia's Garchomp ex Premium Collection,placeholders.csv:684
DRI,DRI,MCAP Cards,Cynthia's Gabite,DRI103,Cosmos Holo,US/UK,,,,,,Destined Rivals - Cynthia's Garchomp ex Premium Collection,placeholders.csv:685
DRI,DRI,MCAP Cards,Team Rocket's Meowth,DRI149,Cosmos Holo,US/UK,,,,,,Destined Rivals - Team Rocket's Mewtwo ex Box,placeholders.csv:687
DRI,DRI,MCAP Cards,Team Rocket's Giovanni,DRI174,Cosmos Holo,US/UK,,,,,,Destined Rivals - Team Rocket's Mewtwo ex Box,placeholders.csv:688
JTG,JTG,MCAP Cards,Meowscarada,JTG018,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,placeholders.csv:736 | mega_placeholders.csv:15
JTG,JTG,MCAP Cards,Blaziken ex,JTG024,Holo,US/UK,,,,,,Black Bolt & White Flare - Blaziken ex & Volcanion ex Premium Collection,placeholders.csv:715
JTG,JTG,MCAP Cards,Volcanion ex,JTG031,Holo,US/UK,,,,,,Black Bolt & White Flare - Blaziken ex & Volcanion ex Premium Collection,placeholders.csv:716
JTG,JTG,MCAP Cards,Wailord,JTG041,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,placeholders.csv:738 | mega_placeholders.csv:17
JTG,JTG,MCAP Cards,Iono's Tadbulb,JTG052,Cosmos Holo,US/UK,,,,,,Journey Together - Iono's Bellibolt ex Premium Collection,placeholders.csv:645
JTG,JTG,MCAP Cards,Iono's Kilowattrel,JTG055,Non Holo,US/UK,,,,,,Journey Together - Build & Battle Box,placeholders.csv:622
JTG,JTG,MCAP Cards,Lycanroc,JTG085,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,placeholders.csv:742 | mega_placeholders.csv:21
JTG,JTG,MCAP Cards,Tyranitar,JTG095,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,placeholders.csv:743 | mega_placeholders.csv:22
JTG,JTG,MCAP Cards,Noivern,JTG128,Non Holo,US/UK,,,,,,Journey Together - Build & Battle Box,placeholders.csv:623
JTG,JTG,MCAP Cards,Hop's Wooloo,JTG135,Cosmos Holo,US/UK,,,,,,Journey Together - Hop's Zacian ex Box,placeholders.csv:642
JTG,JTG,MCAP Cards,Hop's Dubwool,JTG136,Cosmos Holo,US/UK,,,,,,Journey Together - Hop's Zacian ex Box,placeholders.csv:643
JTG,JTG,MCAP Cards,Lillie's Pearl,JTG151,Cosmos Holo,US/UK,,,,,,Journey Together - Lillie Premium Tournament Collection,placeholders.csv:647
MEG,MEG,MCAP Cards,Meganium,MEG010,Non Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:6
MEG,MEG,MCAP Cards,Meganium,MEG010,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:97
MEG,MEG,MCAP Cards,Cinderace,MEG028,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:100
MEG,MEG,MCAP Cards,Clawitzer,MEG038,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:102
MEG,MEG,MCAP Cards,Raikou,MEG048,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Raikou Two Pack Blister,mega_placeholders.csv:64
MEG,MEG,MCAP Cards,Ralts,MEG058,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:59
MEG,MEG,MCAP Cards,Kirlia,MEG059,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:60
MEG,MEG,MCAP Cards,Xerneas,MEG064,Non Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:7
MEG,MEG,MCAP Cards,Hariyama,MEG074,Non Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:8
MEG,MEG,MCAP Cards,Riolu,MEG076,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:61
MEG,MEG,MCAP Cards,Steelix,MEG093,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:104
MEP,MEP,MCAP Cards,Drifloon,MEP005,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:9
MEP,MEP,MCAP Cards,Drifblim,MEP006,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:10
MEP,MEP,MCAP Cards,Psyduck,MEP007,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:11
MEP,MEP,MCAP Cards,Golduck,MEP008,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:12
MEP,MEP,MCAP Cards,Alakazam,MEP009,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:24
MEP,MEP,MCAP Cards,Alakazam,MEP009,Pokemon Center Stamp,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:25
MEP,MEP,MCAP Cards,Riolu,MEP010,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:26
MEP,MEP,MCAP Cards,Riolu,MEP010,Pokemon Center Stamp,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:27
MEP,MEP,MCAP Cards,Mega Latias ex,MEP011,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Latias ex Box,mega_placeholders.csv:28
MEP,MEP,MCAP Cards,Mega Venusaur ex,MEP013,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Venusaur ex Premium Collection,mega_placeholders.csv:63
MEP,MEP,MCAP Cards,Cottonee,MEP018,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:42
MEP,MEP,MCAP Cards,Whimsicott,MEP019,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:43
MEP,MEP,MCAP Cards,Sneasel,MEP020,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:44
MEP,MEP,MCAP Cards,Weavile,MEP021,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:45
MEP,MEP,MCAP Cards,Charcadet,MEP022,Black Star Promo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Elite Trainer Box,mega_placeholders.csv:52
MEP,MEP,MCAP Cards,Charcadet,MEP022,Pokemon Center Stamp,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Elite Trainer Box,mega_placeholders.csv:53
MEP,MEP,MCAP Cards,Mega Charizard X ex,MEP023,Black Star Promo,US/UK,,,,,,Phantasmal Flames - Mega Charizard X ex Ultra-Premium Collection,mega_placeholders.csv:54
MEP,MEP,MCAP Cards,Oricorio ex,MEP024,Black Star Promo,US/UK,,,,,,Phantasmal Flames - Mega Charizard X ex Ultra-Premium Collection,mega_placeholders.csv:55
MEP,MEP,MCAP Cards,Mega Kangaskhan ex,MEP025,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Kangaskhan ex Box,mega_placeholders.csv:62
MEP,MEP,MCAP Cards,Mega Charizard X ex,MEP029,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Charizard Tins,mega_placeholders.csv:73
MEP,MEP,MCAP Cards,Mega Charizard Y ex,MEP030,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Charizard Tins,mega_placeholders.csv:74
MEP,MEP,MCAP Cards,N's Zekrom,MEP031,Black Star Promo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Elite Trainer Box,mega_placeholders.csv:71
MEP,MEP,MCAP Cards,N's Zekrom,MEP031,Pokemon Center Stamp,US/UK,,,,,,Ascended Heroes - Ascended Heroes Elite Trainer Box,mega_placeholders.csv:72
MEP,MEP,MCAP Cards,Mega Meganium ex,MEP034,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Meganium ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:110 | mega_placeholders.csv:172
MEP,MEP,MCAP Cards,Mega Emboar ex,MEP035,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Emboar ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:111 | mega_placeholders.csv:173
MEP,MEP,MCAP Cards,Mega Feraligatr ex,MEP036,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Feraligatr ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:112 | mega_placeholders.csv:174
MEP,MEP,MCAP Cards,Makuhita,MEP068,Smooth Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:93
MEP,MEP,MCAP Cards,Chikorita,MEP069,Smooth Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:94
MEP,MEP,MCAP Cards,Tyrunt,MEP070,Black Star Promo,US/UK,,,,,,Perfect Order - Perfect Order Elite Trainer Box,mega_placeholders.csv:105
MEP,MEP,MCAP Cards,Tyrunt,MEP070,Pokemon Center Stamp,US/UK,,,,,,Perfect Order - Perfect Order Elite Trainer Box,mega_placeholders.csv:106
MEP,MEP,MCAP Cards,Mega Zygarde ex,MEP071,Black Star Promo,US/UK,,,,,,Perfect Order - Mega Zygarde ex Premium Collection,mega_placeholders.csv:113
MEP,MEP,MCAP Cards,Mega Clefable ex,MEP072,Black Star Promo,US/UK,,,,,,Chaos Rising - Mega Moonlit Tins,mega_placeholders.csv:133
MEP,MEP,MCAP Cards,Mega Gengar ex,MEP073,Black Star Promo,US/UK,,,,,,Chaos Rising - Mega Moonlit Tins,mega_placeholders.csv:134
MEP,MEP,MCAP Cards,Toxel,MEP078,Smooth Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:118
MEP,MEP,MCAP Cards,Charmeleon,MEP079,Smooth Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:119
MEP,MEP,MCAP Cards,Fennekin,MEP080,Black Star Promo,US/UK,,,,,,Chaos Rising - Chaos Rising Elite Trainer Box,mega_placeholders.csv:130
MEP,MEP,MCAP Cards,Fennekin,MEP080,Pokemon Center Stamp,US/UK,,,,,,Chaos Rising - Chaos Rising Elite Trainer Box,mega_placeholders.csv:131
MEP,MEP,MCAP Cards,Mega Greninja ex,MEP081,Black Star Promo,US/UK,,,,,,Chaos Rising - Mega Greninja ex Premium Collection,mega_placeholders.csv:145
MEP,MEP,MCAP Cards,Slowpoke,MEP086,Smooth Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:146
MEP,MEP,MCAP Cards,Binacle,MEP087,Smooth Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:147
MEP,MEP,MCAP Cards,Zarude,MEP088,Black Star Promo,US/UK,,,,,,Pitch Black - Pitch Black Elite Trainer Box,mega_placeholders.csv:158
MEP,MEP,MCAP Cards,Zarude,MEP088,Pokemon Center Stamp,US/UK,,,,,,Pitch Black - Pitch Black Elite Trainer Box,mega_placeholders.csv:159
MEW,MEW,MCAP Cards,Bulbasaur,MEW001,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:499
MEW,MEW,MCAP Cards,Bulbasaur,MEW001,Parallel Holo,US/UK,,,,,,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:606
MEW,MEW,MCAP Cards,Venusaur ex,MEW003,Holo,US/UK,,,,,,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:607
MEW,MEW,MCAP Cards,Charmander,MEW004,Cosmos Holo,US/UK,,,,,,Stellar Crown - Charizard ex Super-Premium Collection,placeholders.csv:508
MEW,MEW,MCAP Cards,Charmander,MEW004,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:500
MEW,MEW,MCAP Cards,Charmeleon,MEW005,Cosmos Holo,US/UK,,,,,,Stellar Crown - Charizard ex Super-Premium Collection,placeholders.csv:509
MEW,MEW,MCAP Cards,Squirtle,MEW007,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:501
MEW,MEW,MCAP Cards,Squirtle,MEW007,Parallel Holo,US/UK,,,,,,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:608
MEW,MEW,MCAP Cards,Blastoise ex,MEW009,Holo,US/UK,,,,,,Prismatic Evolutions - 151 Blooming Waters Premium Collection,placeholders.csv:609
MEW,MEW,MCAP Cards,Pikachu,MEW025,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - 151 Mini Tin 5-Pack,placeholders.csv:502
MEW,MEW,MCAP Cards,Vileplume,MEW045,Non Holo,US/UK,,,,,,Stellar Crown - Tapu Koko & Iron Leaves ex Battle Decks,placeholders.csv:520
MEW,MEW,MCAP Cards,Ditto,MEW132,Non Holo,US/UK,,,,,,Stellar Crown - Trainer's Toolkit 2024,placeholders.csv:519
MEW,MEW,MCAP Cards,Moltres,MEW146,Non Holo,US/UK,,,,,,Surging Sparks - Charizard ex League Battle Deck,placeholders.csv:566
MEW,MEW,MCAP Cards,Mew ex,MEW205,Metal Card,US/UK,,,,,,151 - Ultra-Premium Collection,placeholders.csv:191
OBF,OBF,MCAP Cards,Rowlet,OBF013,Cosmos Holo,Europe/Canada,,,,,,Stellar Crown - Decidueye ex Box,placeholders.csv:496
OBF,OBF,MCAP Cards,Dartrix,OBF014,Cosmos Holo,Europe/Canada,,,,,,Stellar Crown - Decidueye ex Box,placeholders.csv:497
OBF,OBF,MCAP Cards,Decidueye ex,OBF015,Holo,Europe/Canada,,,,,,Stellar Crown - Decidueye ex Box,placeholders.csv:498
OBF,OBF,MCAP Cards,Bounsweet,OBF016,Cosmos Holo,US/UK,,,,,,Surging Sparks - Tsareena ex Premium Collection,placeholders.csv:569
OBF,OBF,MCAP Cards,Steenee,OBF017,Cosmos Holo,US/UK,,,,,,Surging Sparks - Tsareena ex Premium Collection,placeholders.csv:570
OBF,OBF,MCAP Cards,Capsakid,OBF024,Non Holo,US/UK,,,,,,Temporal Forces - Stage 1 Blister,placeholders.csv:325
OBF,OBF,MCAP Cards,Scovillain,OBF025,Cosmos Holo,US/UK,,,,,,Temporal Forces - Stage 1 Blister,placeholders.csv:320
OBF,OBF,MCAP Cards,Charmander,OBF026,Mirage Holo,US/UK,,,,,,151 - Charizard ex Premium Collection,placeholders.csv:198
OBF,OBF,MCAP Cards,Charmeleon,OBF027,Mirage Holo,US/UK,,,,,,151 - Charizard ex Premium Collection,placeholders.csv:199
OBF,OBF,MCAP Cards,Froakie,OBF056,Cosmos Holo,US/UK,,,,,,Shrouded Fable - Greninja ex Special Illustration Collection,placeholders.csv:426
OBF,OBF,MCAP Cards,Frogadier,OBF057,Cosmos Holo,US/UK,,,,,,Shrouded Fable - Greninja ex Special Illustration Collection,placeholders.csv:427
OBF,OBF,MCAP Cards,Finizen,OBF060,Non Holo,US/UK,,,,,,Temporal Forces - Stage 1 Blister,placeholders.csv:326
OBF,OBF,MCAP Cards,Palafin,OBF062,Cosmos Holo,US/UK,,,,,,Temporal Forces - Stage 1 Blister | Temporal Forces - Enhanced 2-Pack Blister,placeholders.csv:321 | placeholders.csv:350
OBF,OBF,MCAP Cards,Palafin,OBF062,Non Holo,US/UK,,,,,,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,placeholders.csv:121 | placeholders.csv:154
OBF,OBF,MCAP Cards,Tyranitar ex,OBF066,Holo,US/UK,,,,,,Surging Sparks - Tyranitar ex Premium Collection,placeholders.csv:572
OBF,OBF,MCAP Cards,Toxtricity,OBF072,Non Holo,US/UK,,,,,,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,placeholders.csv:122 | placeholders.csv:155
OBF,OBF,MCAP Cards,Togepi,OBF083,Non Holo,US/UK,,,,,,Temporal Forces - Premium Checklane Blister,placeholders.csv:327
OBF,OBF,MCAP Cards,Togetic,OBF084,Non Holo,US/UK,,,,,,Temporal Forces - Premium Checklane Blister,placeholders.csv:328
OBF,OBF,MCAP Cards,Togekiss,OBF085,Cosmos Holo,US/UK,,,,,,Temporal Forces - Premium Checklane Blister,placeholders.csv:322
OBF,OBF,MCAP Cards,Togekiss,OBF085,Non Holo,US/UK,,,,,,Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium,placeholders.csv:123 | placeholders.csv:156
OBF,OBF,MCAP Cards,Greavard,OBF100,Cosmos Holo,US/UK,,,,,,Stellar Crown - Houndstone ex Box,placeholders.csv:511
OBF,OBF,MCAP Cards,Larvitar,OBF105,Cosmos Holo,US/UK,,,,,,Surging Sparks - Tyranitar ex Premium Collection,placeholders.csv:573
OBF,OBF,MCAP Cards,Pupitar,OBF106,Cosmos Holo,US/UK,,,,,,Surging Sparks - Tyranitar ex Premium Collection,placeholders.csv:574
OBF,OBF,MCAP Cards,Charizard ex,OBF125,Reprint,US/UK,,,,,,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:431
